source_row_id,event_id,subscriber_id,site_id,event_time,usage_type,usage_value,usage_unit,charge_amount,updated_at
usage_events-001664,EV-0001664,SU-00164,ST-0014,2026-01-09T02:01:00Z,voice,285.1,minutes,2.36,2026-01-09T02:01:00Z
usage_events-001665,EV-0001665,SU-00165,ST-0015,2026-01-09T02:08:00Z,data,245.8,mb,3.75,2026-01-09T02:08:00Z
usage_events-001666,EV-0001666,SU-00166,ST-0016,2026-01-09T02:15:00Z,voice,265.1,minutes,3.98,2026-01-09T02:15:00Z
usage_events-001667,EV-0001667,SU-00167,ST-0017,2026-01-09T02:22:00Z,voice,214.2,minutes,1.53,2026-01-09T02:22:00Z
usage_events-001668,EV-0001668,SU-00168,ST-0018,2026-01-09T02:29:00Z,voice,255.1,minutes,0.13,2026-01-09T02:29:00Z
usage_events-001669,EV-0001669,SU-00169,ST-0019,2026-01-09T02:36:00Z,data,7.8,mb,0.48,2026-01-09T02:36:00Z
usage_events-001670,EV-0001670,SU-00170,ST-0020,2026-01-09T02:43:00Z,sms,77.8,messages,1.90,2026-01-09T02:43:00Z
usage_events-001671,EV-0001671,SU-00171,ST-0021,2026-01-09T02:50:00Z,data,232.5,mb,4.57,2026-01-09T02:50:00Z
usage_events-001672,EV-0001672,SU-00172,ST-0022,2026-01-09T02:57:00Z,data,141.3,mb,1.89,2026-01-09T02:57:00Z
usage_events-001673,EV-0001673,SU-00173,ST-0023,2026-01-09T03:04:00Z,voice,2.6,minutes,2.27,2026-01-09T03:04:00Z
usage_events-001674,EV-0001674,SU-00174,ST-0024,2026-01-09T03:11:00Z,voice,261.0,minutes,4.31,2026-01-09T03:11:00Z
usage_events-001675,EV-0001675,SU-00175,ST-0025,2026-01-09T03:18:00Z,voice,243.1,minutes,0.62,2026-01-09T03:18:00Z
usage_events-001676,EV-0001676,SU-00176,ST-0026,2026-01-09T03:25:00Z,data,201.7,mb,1.27,2026-01-09T03:25:00Z
usage_events-001677,EV-0001677,SU-00177,ST-0027,2026-01-09T03:32:00Z,voice,43.4,minutes,4.78,2026-01-09T03:32:00Z
usage_events-001678,EV-0001678,SU-00178,ST-0028,2026-01-09T03:39:00Z,voice,70.3,minutes,1.85,2026-01-09T03:39:00Z
usage_events-001679,EV-0001679,SU-00179,ST-0029,2026-01-09T03:46:00Z,sms,31.7,messages,3.15,2026-01-09T03:46:00Z
usage_events-001680,EV-0001680,SU-00180,ST-0030,2026-01-09T03:53:00Z,sms,35.7,messages,0.19,2026-01-09T03:53:00Z
usage_events-001681,EV-0001681,SU-00181,ST-0001,2026-01-09T04:00:00Z,data,107.2,mb,0.58,2026-01-09T04:00:00Z
usage_events-001682,EV-0001682,SU-00182,ST-0002,2026-01-09T04:07:00Z,voice,121.5,minutes,2.11,2026-01-09T04:07:00Z
usage_events-001683,EV-0001683,SU-00183,ST-0003,2026-01-09T04:14:00Z,voice,5.6,minutes,3.59,2026-01-09T04:14:00Z
usage_events-001684,EV-0001684,SU-00184,ST-0004,2026-01-09T04:21:00Z,data,315.4,mb,3.14,2026-01-09T04:21:00Z
usage_events-001685,EV-0001685,SU-00185,ST-0005,2026-01-09T04:28:00Z,sms,165.0,messages,4.01,2026-01-09T04:28:00Z
usage_events-001686,EV-0001686,SU-00186,ST-0006,2026-01-09T04:35:00Z,data,368.9,mb,4.44,2026-01-09T04:35:00Z
usage_events-001687,EV-0001687,SU-00187,ST-0007,2026-01-09T04:42:00Z,voice,395.0,minutes,2.22,2026-01-09T04:42:00Z
usage_events-001688,EV-0001688,SU-00188,ST-0008,2026-01-09T04:49:00Z,voice,436.0,minutes,1.84,2026-01-09T04:49:00Z
usage_events-001689,EV-0001689,SU-00189,ST-0009,2026-01-09T04:56:00Z,data,481.4,mb,0.01,2026-01-09T04:56:00Z
usage_events-001690,EV-0001690,SU-00190,ST-0010,2026-01-09T05:03:00Z,data,111.0,mb,4.53,2026-01-09T05:03:00Z
usage_events-001691,EV-0001691,SU-00191,ST-0011,2026-01-09T05:10:00Z,sms,168.4,messages,4.22,2026-01-09T05:10:00Z
usage_events-001692,EV-0001692,SU-00192,ST-0012,2026-01-09T05:17:00Z,data,306.7,mb,1.51,2026-01-09T05:17:00Z
usage_events-001693,EV-0001693,SU-00193,ST-0013,2026-01-09T05:24:00Z,sms,193.1,messages,1.25,2026-01-09T05:24:00Z
usage_events-001694,EV-0001694,SU-00194,ST-0014,2026-01-09T05:31:00Z,voice,79.4,minutes,0.83,2026-01-09T05:31:00Z
usage_events-001695,EV-0001695,SU-00195,ST-0015,2026-01-09T05:38:00Z,voice,362.1,minutes,4.54,2026-01-09T05:38:00Z
usage_events-001696,EV-0001696,SU-00196,ST-0016,2026-01-09T05:45:00Z,data,174.2,mb,0.59,2026-01-09T05:45:00Z
usage_events-001697,EV-0001697,SU-00197,ST-0017,2026-01-09T05:52:00Z,data,408.0,mb,2.02,2026-01-09T05:52:00Z
usage_events-001698,EV-0001698,SU-00198,ST-0018,2026-01-09T05:59:00Z,voice,465.3,minutes,3.58,2026-01-09T05:59:00Z
usage_events-001699,EV-0001699,SU-00199,ST-0019,2026-01-09T06:06:00Z,data,183.3,mb,0.85,2026-01-09T06:06:00Z
usage_events-001700,EV-0001700,SU-00200,ST-0020,2026-01-09T06:13:00Z,voice,152.7,minutes,2.42,2026-01-09T06:13:00Z
usage_events-001701,EV-0001701,SU-00201,ST-0021,2026-01-09T06:20:00Z,data,123.3,mb,0.53,2026-01-09T06:20:00Z
usage_events-001702,EV-0001702,SU-00202,ST-0022,2026-01-09T06:27:00Z,data,443.3,mb,2.22,2026-01-09T06:27:00Z
usage_events-001703,EV-0001703,SU-00203,ST-0023,2026-01-09T06:34:00Z,sms,400.5,messages,3.66,2026-01-09T06:34:00Z
usage_events-001704,EV-0001704,SU-00204,ST-0024,2026-01-09T06:41:00Z,sms,247.6,messages,0.02,2026-01-09T06:41:00Z
usage_events-001705,EV-0001705,SU-00205,ST-0025,2026-01-09T06:48:00Z,voice,232.7,minutes,3.67,2026-01-09T06:48:00Z
usage_events-001706,EV-0001706,SU-00206,ST-0026,2026-01-09T06:55:00Z,voice,258.3,minutes,0.87,2026-01-09T06:55:00Z
usage_events-001707,EV-0001707,SU-00207,ST-0027,2026-01-09T07:02:00Z,sms,347.3,messages,0.72,2026-01-09T07:02:00Z
usage_events-001708,EV-0001708,SU-00208,ST-0028,2026-01-09T07:09:00Z,sms,123.4,messages,0.39,2026-01-09T07:09:00Z
usage_events-001709,EV-0001709,SU-00209,ST-0029,2026-01-09T07:16:00Z,sms,400.0,messages,0.50,2026-01-09T07:16:00Z
usage_events-001710,EV-0001710,SU-00210,ST-0030,2026-01-09T07:23:00Z,data,440.7,mb,1.74,2026-01-09T07:23:00Z
usage_events-001711,EV-0001711,SU-00211,ST-0001,2026-01-09T07:30:00Z,voice,231.1,minutes,0.92,2026-01-09T07:30:00Z
usage_events-001712,EV-0001712,SU-00212,ST-0002,2026-01-09T07:37:00Z,sms,481.8,messages,4.73,2026-01-09T07:37:00Z
usage_events-001713,EV-0001713,SU-00213,ST-0003,2026-01-09T07:44:00Z,data,308.9,mb,1.30,2026-01-09T07:44:00Z
usage_events-001714,EV-0001714,SU-00214,ST-0004,2026-01-09T07:51:00Z,data,239.3,mb,4.24,2026-01-09T07:51:00Z
usage_events-001715,EV-0001715,SU-00215,ST-0005,2026-01-09T07:58:00Z,data,397.3,mb,0.34,2026-01-09T07:58:00Z
usage_events-001716,EV-0001716,SU-00216,ST-0006,2026-01-09T08:05:00Z,data,14.4,mb,4.81,2026-01-09T08:05:00Z
usage_events-001717,EV-0001717,SU-00217,ST-0007,2026-01-09T08:12:00Z,voice,217.2,minutes,1.98,2026-01-09T08:12:00Z
usage_events-001718,EV-0001718,SU-00218,ST-0008,2026-01-09T08:19:00Z,data,269.5,mb,3.10,2026-01-09T08:19:00Z
usage_events-001719,EV-0001719,SU-00219,ST-0009,2026-01-09T08:26:00Z,sms,207.9,messages,2.78,2026-01-09T08:26:00Z
usage_events-001720,EV-0001720,SU-00220,ST-0010,2026-01-09T08:33:00Z,sms,359.0,messages,4.25,2026-01-09T08:33:00Z
usage_events-001721,EV-0001721,SU-00221,ST-0011,2026-01-09T08:40:00Z,voice,42.6,minutes,2.02,2026-01-09T08:40:00Z
usage_events-001722,EV-0001722,SU-00222,ST-0012,2026-01-09T08:47:00Z,data,488.9,mb,2.81,2026-01-09T08:47:00Z
usage_events-001723,EV-0001723,SU-00223,ST-0013,2026-01-09T08:54:00Z,data,484.9,mb,0.47,2026-01-09T08:54:00Z
usage_events-001724,EV-0001724,SU-00224,ST-0014,2026-01-09T09:01:00Z,voice,184.8,minutes,2.93,2026-01-09T09:01:00Z
usage_events-001725,EV-0001725,SU-00225,ST-0015,2026-01-09T09:08:00Z,voice,335.1,minutes,4.57,2026-01-09T09:08:00Z
usage_events-001726,EV-0001726,SU-00226,ST-0016,2026-01-09T09:15:00Z,data,416.4,mb,1.60,2026-01-09T09:15:00Z
usage_events-001727,EV-0001727,SU-00227,ST-0017,2026-01-09T09:22:00Z,data,222.4,mb,1.66,2026-01-09T09:22:00Z
usage_events-001728,EV-0001728,SU-00228,ST-0018,2026-01-09T09:29:00Z,voice,37.9,minutes,3.31,2026-01-09T09:29:00Z
usage_events-001729,EV-0001729,SU-00229,ST-0019,2026-01-09T09:36:00Z,sms,186.3,messages,3.83,2026-01-09T09:36:00Z
usage_events-001730,EV-0001730,SU-00230,ST-0020,2026-01-09T09:43:00Z,voice,132.3,minutes,4.76,2026-01-09T09:43:00Z
usage_events-001731,EV-0001731,SU-00231,ST-0021,2026-01-09T09:50:00Z,data,147.3,mb,2.92,2026-01-09T09:50:00Z
usage_events-001732,EV-0001732,SU-00232,ST-0022,2026-01-09T09:57:00Z,voice,92.2,minutes,1.48,2026-01-09T09:57:00Z
usage_events-001733,EV-0001733,SU-00233,ST-0023,2026-01-09T10:04:00Z,data,240.7,mb,0.03,2026-01-09T10:04:00Z
usage_events-001734,EV-0001734,SU-00234,ST-0024,2026-01-09T10:11:00Z,data,49.0,mb,2.81,2026-01-09T10:11:00Z
usage_events-001735,EV-0001735,SU-00235,ST-0025,2026-01-09T10:18:00Z,voice,318.3,minutes,0.22,2026-01-09T10:18:00Z
usage_events-001736,EV-0001736,SU-00236,ST-0026,2026-01-09T10:25:00Z,voice,224.3,minutes,0.28,2026-01-09T10:25:00Z
usage_events-001737,EV-0001737,SU-00237,ST-0027,2026-01-09T10:32:00Z,sms,146.1,messages,2.62,2026-01-09T10:32:00Z
usage_events-001738,EV-0001738,SU-00238,ST-0028,2026-01-09T10:39:00Z,sms,169.1,messages,1.79,2026-01-09T10:39:00Z
usage_events-001739,EV-0001739,SU-00239,ST-0029,2026-01-09T10:46:00Z,voice,115.8,minutes,0.04,2026-01-09T10:46:00Z
usage_events-001740,EV-0001740,SU-00240,ST-0030,2026-01-09T10:53:00Z,voice,191.3,minutes,3.59,2026-01-09T10:53:00Z
usage_events-001741,EV-0001741,SU-00241,ST-0001,2026-01-09T11:00:00Z,sms,99.4,messages,3.60,2026-01-09T11:00:00Z
usage_events-001742,EV-0001742,SU-00242,ST-0002,2026-01-09T11:07:00Z,voice,124.4,minutes,4.39,2026-01-09T11:07:00Z
usage_events-001743,EV-0001743,SU-00243,ST-0003,2026-01-09T11:14:00Z,voice,359.1,minutes,4.69,2026-01-09T11:14:00Z
usage_events-001744,EV-0001744,SU-00244,ST-0004,2026-01-09T11:21:00Z,sms,487.7,messages,0.55,2026-01-09T11:21:00Z
usage_events-001745,EV-0001745,SU-00245,ST-0005,2026-01-09T11:28:00Z,sms,3.3,messages,0.58,2026-01-09T11:28:00Z
usage_events-001746,EV-0001746,SU-00246,ST-0006,2026-01-09T11:35:00Z,data,317.4,mb,3.61,2026-01-09T11:35:00Z
usage_events-001747,EV-0001747,SU-00247,ST-0007,2026-01-09T11:42:00Z,sms,372.1,messages,4.28,2026-01-09T11:42:00Z
usage_events-001748,EV-0001748,SU-00248,ST-0008,2026-01-09T11:49:00Z,voice,185.6,minutes,2.67,2026-01-09T11:49:00Z
usage_events-001749,EV-0001749,SU-00249,ST-0009,2026-01-09T11:56:00Z,voice,182.0,minutes,0.24,2026-01-09T11:56:00Z
usage_events-001750,EV-0001750,SU-00250,ST-0010,2026-01-09T12:03:00Z,data,285.2,mb,0.93,2026-01-09T12:03:00Z
usage_events-001751,EV-0001751,SU-00001,ST-0011,2026-01-09T12:10:00Z,voice,356.3,minutes,0.70,2026-01-09T12:10:00Z
usage_events-001752,EV-0001752,SU-00002,ST-0012,2026-01-09T12:17:00Z,voice,131.3,minutes,1.53,2026-01-09T12:17:00Z
usage_events-001753,EV-0001753,SU-00003,ST-0013,2026-01-09T12:24:00Z,voice,160.2,minutes,1.02,2026-01-09T12:24:00Z
usage_events-001754,EV-0001754,SU-00004,ST-0014,2026-01-09T12:31:00Z,sms,67.0,messages,1.84,2026-01-09T12:31:00Z
usage_events-001755,EV-0001755,SU-00005,ST-0015,2026-01-09T12:38:00Z,data,196.8,mb,1.84,2026-01-09T12:38:00Z
usage_events-001756,EV-0001756,SU-00006,ST-0016,2026-01-09T12:45:00Z,sms,56.2,messages,2.34,2026-01-09T12:45:00Z
usage_events-001757,EV-0001757,SU-00007,ST-0017,2026-01-09T12:52:00Z,sms,388.9,messages,4.14,2026-01-09T12:52:00Z
usage_events-001758,EV-0001758,SU-00008,ST-0018,2026-01-09T12:59:00Z,sms,142.1,messages,0.61,2026-01-09T12:59:00Z
usage_events-001759,EV-0001759,SU-00009,ST-0019,2026-01-09T13:06:00Z,data,393.7,mb,3.94,2026-01-09T13:06:00Z
usage_events-001760,EV-0001760,SU-00010,ST-0020,2026-01-09T13:13:00Z,data,204.2,mb,0.82,2026-01-09T13:13:00Z
usage_events-001761,EV-0001761,SU-00011,ST-0021,2026-01-09T13:20:00Z,data,119.8,mb,3.20,2026-01-09T13:20:00Z
usage_events-001762,EV-0001762,SU-00012,ST-0022,2026-01-09T13:27:00Z,sms,387.0,messages,1.68,2026-01-09T13:27:00Z
usage_events-001763,EV-0001763,SU-00013,ST-0023,2026-01-09T13:34:00Z,data,433.1,mb,2.00,2026-01-09T13:34:00Z
usage_events-001764,EV-0001764,SU-00014,ST-0024,2026-01-09T13:41:00Z,voice,361.3,minutes,4.44,2026-01-09T13:41:00Z
usage_events-001765,EV-0001765,SU-00015,ST-0025,2026-01-09T13:48:00Z,voice,167.2,minutes,3.32,2026-01-09T13:48:00Z
usage_events-001766,EV-0001766,SU-00016,ST-0026,2026-01-09T13:55:00Z,voice,56.4,minutes,2.01,2026-01-09T13:55:00Z
usage_events-001767,EV-0001767,SU-00017,ST-0027,2026-01-09T14:02:00Z,data,113.9,mb,0.31,2026-01-09T14:02:00Z
usage_events-001768,EV-0001768,SU-00018,ST-0028,2026-01-09T14:09:00Z,data,72.3,mb,1.75,2026-01-09T14:09:00Z
usage_events-001769,EV-0001769,SU-00019,ST-0029,2026-01-09T14:16:00Z,data,323.3,mb,3.60,2026-01-09T14:16:00Z
usage_events-001770,EV-0001770,SU-00020,ST-0030,2026-01-09T14:23:00Z,voice,116.4,minutes,1.20,2026-01-09T14:23:00Z
usage_events-001771,EV-0001771,SU-00021,ST-0001,2026-01-09T14:30:00Z,data,435.8,mb,0.99,2026-01-09T14:30:00Z
usage_events-001772,EV-0001772,SU-00022,ST-0002,2026-01-09T14:37:00Z,voice,390.0,minutes,1.91,2026-01-09T14:37:00Z
usage_events-001773,EV-0001773,SU-00023,ST-0003,2026-01-09T14:44:00Z,voice,77.6,minutes,3.14,2026-01-09T14:44:00Z
usage_events-001774,EV-0001774,SU-00024,ST-0004,2026-01-09T14:51:00Z,voice,68.6,minutes,0.08,2026-01-09T14:51:00Z
usage_events-001775,EV-0001775,SU-00025,ST-0005,2026-01-09T14:58:00Z,voice,314.5,minutes,4.64,2026-01-09T14:58:00Z
usage_events-001776,EV-0001776,SU-00026,ST-0006,2026-01-09T15:05:00Z,sms,143.4,messages,1.40,2026-01-09T15:05:00Z
usage_events-001777,EV-0001777,SU-00027,ST-0007,2026-01-09T15:12:00Z,voice,447.7,minutes,2.59,2026-01-09T15:12:00Z
usage_events-001778,EV-0001778,SU-00028,ST-0008,2026-01-09T15:19:00Z,sms,276.4,messages,3.44,2026-01-09T15:19:00Z
usage_events-001779,EV-0001779,SU-00029,ST-0009,2026-01-09T15:26:00Z,voice,64.5,minutes,1.11,2026-01-09T15:26:00Z
usage_events-001780,EV-0001780,SU-00030,ST-0010,2026-01-09T15:33:00Z,sms,484.8,messages,2.58,2026-01-09T15:33:00Z
usage_events-001781,EV-0001781,SU-00031,ST-0011,2026-01-09T15:40:00Z,data,398.6,mb,0.21,2026-01-09T15:40:00Z
usage_events-001782,EV-0001782,SU-00032,ST-0012,2026-01-09T15:47:00Z,sms,44.5,messages,1.87,2026-01-09T15:47:00Z
usage_events-001783,EV-0001783,SU-00033,ST-0013,2026-01-09T15:54:00Z,data,347.8,mb,2.06,2026-01-09T15:54:00Z
usage_events-001784,EV-0001784,SU-00034,ST-0014,2026-01-09T16:01:00Z,voice,253.2,minutes,4.50,2026-01-09T16:01:00Z
usage_events-001785,EV-0001785,SU-00035,ST-0015,2026-01-09T16:08:00Z,sms,158.0,messages,2.25,2026-01-09T16:08:00Z
usage_events-001786,EV-0001786,SU-00036,ST-0016,2026-01-09T16:15:00Z,sms,187.0,messages,4.80,2026-01-09T16:15:00Z
usage_events-001787,EV-0001787,SU-00037,ST-0017,2026-01-09T16:22:00Z,voice,67.6,minutes,3.01,2026-01-09T16:22:00Z
usage_events-001788,EV-0001788,SU-00038,ST-0018,2026-01-09T16:29:00Z,voice,212.1,minutes,1.85,2026-01-09T16:29:00Z
usage_events-001789,EV-0001789,SU-00039,ST-0019,2026-01-09T16:36:00Z,sms,337.0,messages,2.27,2026-01-09T16:36:00Z
usage_events-001790,EV-0001790,SU-00040,ST-0020,2026-01-09T16:43:00Z,voice,99.5,minutes,2.50,2026-01-09T16:43:00Z
usage_events-001791,EV-0001791,SU-00041,ST-0021,2026-01-09T16:50:00Z,data,330.8,mb,2.43,2026-01-09T16:50:00Z
usage_events-001792,EV-0001792,SU-00042,ST-0022,2026-01-09T16:57:00Z,data,260.7,mb,2.90,2026-01-09T16:57:00Z
usage_events-001793,EV-0001793,SU-00043,ST-0023,2026-01-09T17:04:00Z,voice,483.4,minutes,2.15,2026-01-09T17:04:00Z
usage_events-001794,EV-0001794,SU-00044,ST-0024,2026-01-09T17:11:00Z,data,161.2,mb,1.38,2026-01-09T17:11:00Z
usage_events-001795,EV-0001795,SU-00045,ST-0025,2026-01-09T17:18:00Z,voice,346.7,minutes,4.59,2026-01-09T17:18:00Z
usage_events-001796,EV-0001796,SU-00046,ST-0026,2026-01-09T17:25:00Z,data,249.6,mb,0.11,2026-01-09T17:25:00Z
usage_events-001797,EV-0001797,SU-00047,ST-0027,2026-01-09T17:32:00Z,data,375.6,mb,1.97,2026-01-09T17:32:00Z
usage_events-001798,EV-0001798,SU-00048,ST-0028,2026-01-09T17:39:00Z,sms,421.4,messages,0.26,2026-01-09T17:39:00Z
usage_events-001799,EV-0001799,SU-00049,ST-0029,2026-01-09T17:46:00Z,voice,189.0,minutes,0.61,2026-01-09T17:46:00Z
usage_events-001800,EV-0001800,SU-00050,ST-0030,2026-01-09T17:53:00Z,sms,67.0,messages,2.38,2026-01-09T17:53:00Z
usage_events-001801,EV-0001801,SU-00051,ST-0001,2026-01-09T18:00:00Z,sms,314.1,messages,4.96,2026-01-09T18:00:00Z
usage_events-001802,EV-0001802,SU-00052,ST-0002,2026-01-09T18:07:00Z,sms,399.6,messages,4.47,2026-01-09T18:07:00Z
usage_events-001803,EV-0001803,SU-00053,ST-0003,2026-01-09T18:14:00Z,data,287.7,mb,3.43,2026-01-09T18:14:00Z
usage_events-001804,EV-0001804,SU-00054,ST-0004,2026-01-09T18:21:00Z,voice,215.6,minutes,2.70,2026-01-09T18:21:00Z
usage_events-001805,EV-0001805,SU-00055,ST-0005,2026-01-09T18:28:00Z,sms,449.9,messages,2.09,2026-01-09T18:28:00Z
usage_events-001806,EV-0001806,SU-00056,ST-0006,2026-01-09T18:35:00Z,data,191.8,mb,4.85,2026-01-09T18:35:00Z
usage_events-001807,EV-0001807,SU-00057,ST-0007,2026-01-09T18:42:00Z,data,462.1,mb,4.84,2026-01-09T18:42:00Z
usage_events-001808,EV-0001808,SU-00058,ST-0008,2026-01-09T18:49:00Z,sms,409.6,messages,1.00,2026-01-09T18:49:00Z
usage_events-001809,EV-0001809,SU-00059,ST-0009,2026-01-09T18:56:00Z,sms,256.9,messages,0.35,2026-01-09T18:56:00Z
usage_events-001810,EV-0001810,SU-00060,ST-0010,2026-01-09T19:03:00Z,sms,179.4,messages,0.23,2026-01-09T19:03:00Z
usage_events-001811,EV-0001811,SU-00061,ST-0011,2026-01-09T19:10:00Z,voice,334.5,minutes,1.63,2026-01-09T19:10:00Z
usage_events-001812,EV-0001812,SU-00062,ST-0012,2026-01-09T19:17:00Z,voice,252.2,minutes,0.62,2026-01-09T19:17:00Z
usage_events-001813,EV-0001813,SU-00063,ST-0013,2026-01-09T19:24:00Z,sms,257.3,messages,3.35,2026-01-09T19:24:00Z
usage_events-001814,EV-0001814,SU-00064,ST-0014,2026-01-09T19:31:00Z,voice,415.7,minutes,2.34,2026-01-09T19:31:00Z
usage_events-001815,EV-0001815,SU-00065,ST-0015,2026-01-09T19:38:00Z,data,112.7,mb,2.41,2026-01-09T19:38:00Z
usage_events-001816,EV-0001816,SU-00066,ST-0016,2026-01-09T19:45:00Z,sms,488.3,messages,0.61,2026-01-09T19:45:00Z
usage_events-001817,EV-0001817,SU-00067,ST-0017,2026-01-09T19:52:00Z,data,429.0,mb,3.24,2026-01-09T19:52:00Z
usage_events-001818,EV-0001818,SU-00068,ST-0018,2026-01-09T19:59:00Z,voice,413.1,minutes,1.61,2026-01-09T19:59:00Z
usage_events-001819,EV-0001819,SU-00069,ST-0019,2026-01-09T20:06:00Z,data,484.1,mb,0.38,2026-01-09T20:06:00Z
usage_events-001820,EV-0001820,SU-00070,ST-0020,2026-01-09T20:13:00Z,voice,370.9,minutes,0.01,2026-01-09T20:13:00Z
usage_events-001821,EV-0001821,SU-00071,ST-0021,2026-01-09T20:20:00Z,sms,91.3,messages,4.40,2026-01-09T20:20:00Z
usage_events-001822,EV-0001822,SU-00072,ST-0022,2026-01-09T20:27:00Z,voice,184.2,minutes,3.62,2026-01-09T20:27:00Z
usage_events-001823,EV-0001823,SU-00073,ST-0023,2026-01-09T20:34:00Z,sms,121.6,messages,0.37,2026-01-09T20:34:00Z
usage_events-001824,EV-0001824,SU-00074,ST-0024,2026-01-09T20:41:00Z,data,221.8,mb,1.36,2026-01-09T20:41:00Z
usage_events-001825,EV-0001825,SU-00075,ST-0025,2026-01-09T20:48:00Z,sms,94.4,messages,2.55,2026-01-09T20:48:00Z
usage_events-001826,EV-0001826,SU-00076,ST-0026,2026-01-09T20:55:00Z,sms,106.8,messages,0.96,2026-01-09T20:55:00Z
usage_events-001827,EV-0001827,SU-00077,ST-0027,2026-01-09T21:02:00Z,sms,145.6,messages,4.57,2026-01-09T21:02:00Z
usage_events-001828,EV-0001828,SU-00078,ST-0028,2026-01-09T21:09:00Z,voice,263.6,minutes,1.58,2026-01-09T21:09:00Z
usage_events-001829,EV-0001829,SU-00079,ST-0029,2026-01-09T21:16:00Z,sms,28.3,messages,3.96,2026-01-09T21:16:00Z
usage_events-001830,EV-0001830,SU-00080,ST-0030,2026-01-09T21:23:00Z,data,173.8,mb,1.99,2026-01-09T21:23:00Z
usage_events-001831,EV-0001831,SU-00081,ST-0001,2026-01-09T21:30:00Z,data,351.3,mb,1.56,2026-01-09T21:30:00Z
usage_events-001832,EV-0001832,SU-00082,ST-0002,2026-01-09T21:37:00Z,voice,8.7,minutes,2.51,2026-01-09T21:37:00Z
usage_events-001833,EV-0001833,SU-00083,ST-0003,2026-01-09T21:44:00Z,data,300.8,mb,3.33,2026-01-09T21:44:00Z
usage_events-001834,EV-0001834,SU-00084,ST-0004,2026-01-09T21:51:00Z,sms,474.1,messages,3.40,2026-01-09T21:51:00Z
usage_events-001835,EV-0001835,SU-00085,ST-0005,2026-01-09T21:58:00Z,data,178.9,mb,2.56,2026-01-09T21:58:00Z
usage_events-001836,EV-0001836,SU-00086,ST-0006,2026-01-09T22:05:00Z,sms,349.9,messages,4.13,2026-01-09T22:05:00Z
usage_events-001837,EV-0001837,SU-00087,ST-0007,2026-01-09T22:12:00Z,sms,236.3,messages,4.77,2026-01-09T22:12:00Z
usage_events-001838,EV-0001838,SU-00088,ST-0008,2026-01-09T22:19:00Z,sms,395.8,messages,2.01,2026-01-09T22:19:00Z
usage_events-001839,EV-0001839,SU-00089,ST-0009,2026-01-09T22:26:00Z,sms,445.4,messages,4.35,2026-01-09T22:26:00Z
usage_events-001840,EV-0001840,SU-00090,ST-0010,2026-01-09T22:33:00Z,data,298.4,mb,4.71,2026-01-09T22:33:00Z
usage_events-001841,EV-0001841,SU-00091,ST-0011,2026-01-09T22:40:00Z,sms,345.5,messages,4.80,2026-01-09T22:40:00Z
usage_events-001842,EV-0001842,SU-00092,ST-0012,2026-01-09T22:47:00Z,voice,70.7,minutes,4.93,2026-01-09T22:47:00Z
usage_events-001843,EV-0001843,SU-00093,ST-0013,2026-01-09T22:54:00Z,voice,103.3,minutes,2.16,2026-01-09T22:54:00Z
usage_events-001844,EV-0001844,SU-00094,ST-0014,2026-01-09T23:01:00Z,data,151.8,mb,3.54,2026-01-09T23:01:00Z
usage_events-001845,EV-0001845,SU-00095,ST-0015,2026-01-09T23:08:00Z,data,49.1,mb,0.65,2026-01-09T23:08:00Z
usage_events-001846,EV-0001846,SU-00096,ST-0016,2026-01-09T23:15:00Z,data,495.7,mb,3.63,2026-01-09T23:15:00Z
usage_events-001847,EV-0001847,SU-00097,ST-0017,2026-01-09T23:22:00Z,sms,459.6,messages,1.27,2026-01-09T23:22:00Z
usage_events-001848,EV-0001848,SU-00098,ST-0018,2026-01-09T23:29:00Z,data,411.7,mb,0.26,2026-01-09T23:29:00Z
usage_events-001849,EV-0001849,SU-00099,ST-0019,2026-01-09T23:36:00Z,data,71.0,mb,2.47,2026-01-09T23:36:00Z
usage_events-001850,EV-0001850,SU-00100,ST-0020,2026-01-09T23:43:00Z,data,347.3,mb,4.96,2026-01-09T23:43:00Z
usage_events-001851,EV-0001851,SU-00101,ST-0021,2026-01-09T23:50:00Z,data,398.8,mb,3.44,2026-01-09T23:50:00Z
usage_events-001852,EV-0001852,SU-00102,ST-0022,2026-01-09T23:57:00Z,voice,316.9,minutes,0.84,2026-01-09T23:57:00Z
usage_events-001853,EV-0001853,SU-00103,ST-0023,2026-01-10T00:04:00Z,data,412.6,mb,2.09,2026-01-10T00:04:00Z
usage_events-001854,EV-0001854,SU-00104,ST-0024,2026-01-10T00:11:00Z,voice,355.5,minutes,2.07,2026-01-10T00:11:00Z
usage_events-001855,EV-0001855,SU-00105,ST-0025,2026-01-10T00:18:00Z,sms,306.1,messages,2.13,2026-01-10T00:18:00Z
usage_events-001856,EV-0001856,SU-00106,ST-0026,2026-01-10T00:25:00Z,voice,222.5,minutes,2.64,2026-01-10T00:25:00Z
usage_events-001857,EV-0001857,SU-00107,ST-0027,2026-01-10T00:32:00Z,data,410.4,mb,4.26,2026-01-10T00:32:00Z
usage_events-001858,EV-0001858,SU-00108,ST-0028,2026-01-10T00:39:00Z,voice,141.3,minutes,1.31,2026-01-10T00:39:00Z
usage_events-001859,EV-0001859,SU-00109,ST-0029,2026-01-10T00:46:00Z,sms,243.9,messages,3.87,2026-01-10T00:46:00Z
