source_row_id,transaction_id,account_id,event_time,transaction_type,channel,merchant_category,currency,amount,status,updated_at
transactions-000752,TX-0000752,AC-00112,2026-01-06T17:41:00Z,refund,branch,grocery,USD,170.75,posted,2026-01-06T17:41:00Z
transactions-000753,TX-0000753,AC-00113,2026-01-06T17:52:00Z,refund,card,travel,USD,150.00,posted,2026-01-06T17:52:00Z
transactions-000754,TX-0000754,AC-00114,2026-01-06T18:03:00Z,debit,branch,grocery,USD,20.50,posted,2026-01-06T18:03:00Z
transactions-000755,TX-0000755,AC-00115,2026-01-06T18:14:00Z,credit,card,services,USD,6.00,posted,2026-01-06T18:14:00Z
transactions-000756,TX-0000756,AC-00116,2026-01-06T18:25:00Z,debit,card,grocery,USD,276.00,posted,2026-01-06T18:25:00Z
transactions-000757,TX-0000757,AC-00117,2026-01-06T18:36:00Z,credit,card,services,USD,36.75,posted,2026-01-06T18:36:00Z
transactions-000758,TX-0000758,AC-00118,2026-01-06T18:47:00Z,debit,mobile,grocery,USD,194.25,posted,2026-01-06T18:47:00Z
transactions-000759,TX-0000759,AC-00119,2026-01-06T18:58:00Z,credit,atm,utilities,USD,273.50,posted,2026-01-06T18:58:00Z
transactions-000760,TX-0000760,AC-00120,2026-01-06T19:09:00Z,debit,atm,travel,USD,79.25,posted,2026-01-06T19:09:00Z
transactions-000761,TX-0000761,AC-00121,2026-01-06T19:20:00Z,debit,atm,travel,USD,277.00,posted,2026-01-06T19:20:00Z
transactions-000762,TX-0000762,AC-00122,2026-01-06T19:31:00Z,debit,card,grocery,USD,2.75,posted,2026-01-06T19:31:00Z
transactions-000763,TX-0000763,AC-00123,2026-01-06T19:42:00Z,credit,card,grocery,USD,274.75,posted,2026-01-06T19:42:00Z
transactions-000764,TX-0000764,AC-00124,2026-01-06T19:53:00Z,debit,mobile,utilities,USD,37.50,posted,2026-01-06T19:53:00Z
transactions-000765,TX-0000765,AC-00125,2026-01-06T20:04:00Z,debit,card,utilities,USD,122.00,posted,2026-01-06T20:04:00Z
transactions-000766,TX-0000766,AC-00126,2026-01-06T20:15:00Z,refund,card,utilities,USD,198.25,posted,2026-01-06T20:15:00Z
transactions-000767,TX-0000767,AC-00127,2026-01-06T20:26:00Z,credit,atm,utilities,USD,247.00,posted,2026-01-06T20:26:00Z
transactions-000768,TX-0000768,AC-00128,2026-01-06T20:37:00Z,credit,mobile,utilities,USD,83.75,posted,2026-01-06T20:37:00Z
transactions-000769,TX-0000769,AC-00129,2026-01-06T20:48:00Z,credit,branch,grocery,USD,224.50,posted,2026-01-06T20:48:00Z
transactions-000770,TX-0000770,AC-00130,2026-01-06T20:59:00Z,refund,mobile,grocery,USD,92.50,posted,2026-01-06T20:59:00Z
transactions-000771,TX-0000771,AC-00131,2026-01-06T21:10:00Z,credit,branch,utilities,USD,11.25,posted,2026-01-06T21:10:00Z
transactions-000772,TX-0000772,AC-00132,2026-01-06T21:21:00Z,credit,branch,services,USD,276.50,posted,2026-01-06T21:21:00Z
transactions-000773,TX-0000773,AC-00133,2026-01-06T21:32:00Z,debit,atm,grocery,USD,199.00,posted,2026-01-06T21:32:00Z
transactions-000774,TX-0000774,AC-00134,2026-01-06T21:43:00Z,refund,atm,utilities,USD,228.50,posted,2026-01-06T21:43:00Z
transactions-000775,TX-0000775,AC-00135,2026-01-06T21:54:00Z,refund,branch,grocery,USD,105.50,posted,2026-01-06T21:54:00Z
transactions-000776,TX-0000776,AC-00136,2026-01-06T22:05:00Z,credit,branch,services,USD,106.00,posted,2026-01-06T22:05:00Z
transactions-000777,TX-0000777,AC-00137,2026-01-06T22:16:00Z,debit,card,services,USD,57.25,posted,2026-01-06T22:16:00Z
transactions-000778,TX-0000778,AC-00138,2026-01-06T22:27:00Z,debit,branch,grocery,USD,268.25,posted,2026-01-06T22:27:00Z
transactions-000779,TX-0000779,AC-00139,2026-01-06T22:38:00Z,refund,mobile,services,USD,14.50,posted,2026-01-06T22:38:00Z
transactions-000780,TX-0000780,AC-00140,2026-01-06T22:49:00Z,debit,card,utilities,USD,145.50,posted,2026-01-06T22:49:00Z
transactions-000781,TX-0000781,AC-00141,2026-01-06T23:00:00Z,refund,mobile,utilities,USD,97.25,posted,2026-01-06T23:00:00Z
transactions-000782,TX-0000782,AC-00142,2026-01-06T23:11:00Z,debit,mobile,grocery,USD,120.00,posted,2026-01-06T23:11:00Z
transactions-000783,TX-0000783,AC-00143,2026-01-06T23:22:00Z,credit,atm,grocery,USD,141.50,posted,2026-01-06T23:22:00Z
transactions-000784,TX-0000784,AC-00144,2026-01-06T23:33:00Z,debit,mobile,travel,USD,27.00,posted,2026-01-06T23:33:00Z
transactions-000785,TX-0000785,AC-00145,2026-01-06T23:44:00Z,debit,card,services,USD,140.25,posted,2026-01-06T23:44:00Z
transactions-000786,TX-0000786,AC-00146,2026-01-06T23:55:00Z,credit,mobile,utilities,USD,152.25,posted,2026-01-06T23:55:00Z
transactions-000787,TX-0000787,AC-00147,2026-01-07T00:06:00Z,debit,mobile,grocery,USD,292.25,posted,2026-01-07T00:06:00Z
transactions-000788,TX-0000788,AC-00148,2026-01-07T00:17:00Z,refund,mobile,grocery,USD,119.25,posted,2026-01-07T00:17:00Z
transactions-000789,TX-0000789,AC-00149,2026-01-07T00:28:00Z,credit,branch,services,USD,261.75,posted,2026-01-07T00:28:00Z
transactions-000790,TX-0000790,AC-00150,2026-01-07T00:39:00Z,credit,branch,services,USD,204.75,posted,2026-01-07T00:39:00Z
transactions-000791,TX-0000791,AC-00151,2026-01-07T00:50:00Z,credit,branch,grocery,USD,81.50,posted,2026-01-07T00:50:00Z
transactions-000792,TX-0000792,AC-00152,2026-01-07T01:01:00Z,credit,mobile,grocery,USD,1.50,posted,2026-01-07T01:01:00Z
transactions-000793,TX-0000793,AC-00153,2026-01-07T01:12:00Z,debit,branch,grocery,USD,236.75,posted,2026-01-07T01:12:00Z
transactions-000794,TX-0000794,AC-00154,2026-01-07T01:23:00Z,credit,branch,services,USD,28.50,posted,2026-01-07T01:23:00Z
transactions-000795,TX-0000795,AC-00155,2026-01-07T01:34:00Z,credit,branch,travel,USD,238.50,posted,2026-01-07T01:34:00Z
transactions-000796,TX-0000796,AC-00156,2026-01-07T01:45:00Z,credit,card,grocery,USD,15.50,posted,2026-01-07T01:45:00Z
transactions-000797,TX-0000797,AC-00157,2026-01-07T01:56:00Z,refund,branch,grocery,USD,104.25,posted,2026-01-07T01:56:00Z
transactions-000798,TX-0000798,AC-00158,2026-01-07T02:07:00Z,debit,card,travel,USD,242.25,posted,2026-01-07T02:07:00Z
transactions-000799,TX-0000799,AC-00159,2026-01-07T02:18:00Z,debit,card,travel,USD,138.75,posted,2026-01-07T02:18:00Z
transactions-000800,TX-0000800,AC-00160,2026-01-07T02:29:00Z,debit,mobile,travel,USD,40.25,posted,2026-01-07T02:29:00Z
transactions-000801,TX-0000801,AC-00161,2026-01-07T02:40:00Z,debit,card,services,USD,17.00,posted,2026-01-07T02:40:00Z
transactions-000802,TX-0000802,AC-00162,2026-01-07T02:51:00Z,credit,mobile,travel,USD,276.00,posted,2026-01-07T02:51:00Z
transactions-000803,TX-0000803,AC-00163,2026-01-07T03:02:00Z,debit,atm,utilities,USD,26.50,posted,2026-01-07T03:02:00Z
transactions-000804,TX-0000804,AC-00164,2026-01-07T03:13:00Z,refund,branch,services,USD,193.25,posted,2026-01-07T03:13:00Z
transactions-000805,TX-0000805,AC-00165,2026-01-07T03:24:00Z,debit,card,travel,USD,294.00,posted,2026-01-07T03:24:00Z
transactions-000806,TX-0000806,AC-00166,2026-01-07T03:35:00Z,refund,card,travel,USD,71.00,posted,2026-01-07T03:35:00Z
transactions-000807,TX-0000807,AC-00167,2026-01-07T03:46:00Z,credit,branch,travel,USD,156.00,posted,2026-01-07T03:46:00Z
transactions-000808,TX-0000808,AC-00168,2026-01-07T03:57:00Z,debit,branch,services,USD,25.00,posted,2026-01-07T03:57:00Z
transactions-000809,TX-0000809,AC-00169,2026-01-07T04:08:00Z,debit,mobile,travel,USD,283.50,posted,2026-01-07T04:08:00Z
transactions-000810,TX-0000810,AC-00170,2026-01-07T04:19:00Z,credit,mobile,travel,USD,269.50,posted,2026-01-07T04:19:00Z
transactions-000811,TX-0000811,AC-00171,2026-01-07T04:30:00Z,credit,mobile,travel,USD,238.75,posted,2026-01-07T04:30:00Z
transactions-000812,TX-0000812,AC-00172,2026-01-07T04:41:00Z,credit,atm,services,USD,261.50,posted,2026-01-07T04:41:00Z
transactions-000813,TX-0000813,AC-00173,2026-01-07T04:52:00Z,refund,branch,utilities,USD,131.00,posted,2026-01-07T04:52:00Z
transactions-000814,TX-0000814,AC-00174,2026-01-07T05:03:00Z,debit,branch,utilities,USD,265.50,posted,2026-01-07T05:03:00Z
transactions-000815,TX-0000815,AC-00175,2026-01-07T05:14:00Z,debit,mobile,utilities,USD,274.25,posted,2026-01-07T05:14:00Z
transactions-000816,TX-0000816,AC-00176,2026-01-07T05:25:00Z,refund,atm,services,USD,40.50,posted,2026-01-07T05:25:00Z
transactions-000817,TX-0000817,AC-00177,2026-01-07T05:36:00Z,credit,card,grocery,USD,261.25,posted,2026-01-07T05:36:00Z
transactions-000818,TX-0000818,AC-00178,2026-01-07T05:47:00Z,credit,branch,utilities,USD,41.50,posted,2026-01-07T05:47:00Z
transactions-000819,TX-0000819,AC-00179,2026-01-07T05:58:00Z,refund,mobile,utilities,USD,35.50,posted,2026-01-07T05:58:00Z
transactions-000820,TX-0000820,AC-00180,2026-01-07T06:09:00Z,debit,card,services,USD,216.00,posted,2026-01-07T06:09:00Z
transactions-000821,TX-0000821,AC-00181,2026-01-07T06:20:00Z,credit,atm,services,USD,253.00,posted,2026-01-07T06:20:00Z
transactions-000822,TX-0000822,AC-00182,2026-01-07T06:31:00Z,refund,branch,utilities,USD,9.25,posted,2026-01-07T06:31:00Z
transactions-000823,TX-0000823,AC-00183,2026-01-07T06:42:00Z,credit,branch,services,USD,137.75,posted,2026-01-07T06:42:00Z
transactions-000824,TX-0000824,AC-00184,2026-01-07T06:53:00Z,credit,atm,travel,USD,4.75,posted,2026-01-07T06:53:00Z
transactions-000825,TX-0000825,AC-00185,2026-01-07T07:04:00Z,debit,mobile,grocery,USD,96.00,posted,2026-01-07T07:04:00Z
transactions-000826,TX-0000826,AC-00186,2026-01-07T07:15:00Z,debit,atm,travel,USD,132.75,posted,2026-01-07T07:15:00Z
transactions-000827,TX-0000827,AC-00187,2026-01-07T07:26:00Z,debit,atm,grocery,USD,62.75,posted,2026-01-07T07:26:00Z
transactions-000828,TX-0000828,AC-00188,2026-01-07T07:37:00Z,debit,atm,grocery,USD,115.25,posted,2026-01-07T07:37:00Z
transactions-000829,TX-0000829,AC-00189,2026-01-07T07:48:00Z,refund,branch,services,USD,214.75,posted,2026-01-07T07:48:00Z
transactions-000830,TX-0000830,AC-00190,2026-01-07T07:59:00Z,refund,branch,travel,USD,12.00,posted,2026-01-07T07:59:00Z
transactions-000831,TX-0000831,AC-00191,2026-01-07T08:10:00Z,refund,atm,travel,USD,150.50,posted,2026-01-07T08:10:00Z
transactions-000832,TX-0000832,AC-00192,2026-01-07T08:21:00Z,debit,card,utilities,USD,187.00,posted,2026-01-07T08:21:00Z
transactions-000833,TX-0000833,AC-00193,2026-01-07T08:32:00Z,debit,card,travel,USD,272.00,posted,2026-01-07T08:32:00Z
transactions-000834,TX-0000834,AC-00194,2026-01-07T08:43:00Z,refund,branch,utilities,USD,9.75,posted,2026-01-07T08:43:00Z
transactions-000835,TX-0000835,AC-00195,2026-01-07T08:54:00Z,refund,atm,services,USD,79.00,posted,2026-01-07T08:54:00Z
transactions-000836,TX-0000836,AC-00196,2026-01-07T09:05:00Z,credit,atm,utilities,USD,36.75,posted,2026-01-07T09:05:00Z
transactions-000837,TX-0000837,AC-00197,2026-01-07T09:16:00Z,debit,branch,travel,USD,10.00,posted,2026-01-07T09:16:00Z
transactions-000838,TX-0000838,AC-00198,2026-01-07T09:27:00Z,debit,branch,utilities,USD,101.75,posted,2026-01-07T09:27:00Z
transactions-000839,TX-0000839,AC-00199,2026-01-07T09:38:00Z,debit,mobile,travel,USD,150.75,posted,2026-01-07T09:38:00Z
transactions-000840,TX-0000840,AC-00200,2026-01-07T09:49:00Z,refund,mobile,grocery,USD,194.50,posted,2026-01-07T09:49:00Z
transactions-000841,TX-0000841,AC-00201,2026-01-07T10:00:00Z,debit,card,services,USD,86.50,posted,2026-01-07T10:00:00Z
transactions-000842,TX-0000842,AC-00202,2026-01-07T10:11:00Z,credit,card,travel,USD,226.50,posted,2026-01-07T10:11:00Z
transactions-000843,TX-0000843,AC-00203,2026-01-07T10:22:00Z,refund,card,services,USD,15.25,posted,2026-01-07T10:22:00Z
transactions-000844,TX-0000844,AC-00204,2026-01-07T10:33:00Z,debit,card,travel,USD,31.75,posted,2026-01-07T10:33:00Z
transactions-000845,TX-0000845,AC-00205,2026-01-07T10:44:00Z,debit,branch,utilities,USD,278.75,posted,2026-01-07T10:44:00Z
transactions-000846,TX-0000846,AC-00206,2026-01-07T10:55:00Z,credit,atm,utilities,USD,41.25,posted,2026-01-07T10:55:00Z
transactions-000847,TX-0000847,AC-00207,2026-01-07T11:06:00Z,debit,branch,utilities,USD,185.50,posted,2026-01-07T11:06:00Z
transactions-000848,TX-0000848,AC-00208,2026-01-07T11:17:00Z,credit,mobile,services,USD,115.00,posted,2026-01-07T11:17:00Z
transactions-000849,TX-0000849,AC-00209,2026-01-07T11:28:00Z,refund,card,travel,USD,163.50,posted,2026-01-07T11:28:00Z
transactions-000850,TX-0000850,AC-00210,2026-01-07T11:39:00Z,refund,atm,services,USD,36.75,posted,2026-01-07T11:39:00Z
transactions-000851,TX-0000851,AC-00211,2026-01-07T11:50:00Z,credit,mobile,grocery,USD,173.50,posted,2026-01-07T11:50:00Z
transactions-000852,TX-0000852,AC-00212,2026-01-07T12:01:00Z,refund,atm,services,USD,82.75,posted,2026-01-07T12:01:00Z
transactions-000853,TX-0000853,AC-00213,2026-01-07T12:12:00Z,credit,branch,grocery,USD,86.25,posted,2026-01-07T12:12:00Z
transactions-000854,TX-0000854,AC-00214,2026-01-07T12:23:00Z,refund,card,services,USD,4.00,posted,2026-01-07T12:23:00Z
transactions-000855,TX-0000855,AC-00215,2026-01-07T12:34:00Z,credit,card,travel,USD,48.00,posted,2026-01-07T12:34:00Z
transactions-000856,TX-0000856,AC-00216,2026-01-07T12:45:00Z,refund,branch,grocery,USD,232.00,posted,2026-01-07T12:45:00Z
transactions-000857,TX-0000857,AC-00217,2026-01-07T12:56:00Z,refund,mobile,utilities,USD,148.00,posted,2026-01-07T12:56:00Z
transactions-000858,TX-0000858,AC-00218,2026-01-07T13:07:00Z,debit,mobile,services,USD,139.50,posted,2026-01-07T13:07:00Z
transactions-000859,TX-0000859,AC-00219,2026-01-07T13:18:00Z,credit,mobile,services,USD,269.25,posted,2026-01-07T13:18:00Z
transactions-000860,TX-0000860,AC-00220,2026-01-07T13:29:00Z,credit,mobile,utilities,USD,171.75,posted,2026-01-07T13:29:00Z
transactions-000861,TX-0000861,AC-00221,2026-01-07T13:40:00Z,debit,branch,services,USD,251.50,posted,2026-01-07T13:40:00Z
transactions-000862,TX-0000862,AC-00222,2026-01-07T13:51:00Z,credit,card,travel,USD,248.00,posted,2026-01-07T13:51:00Z
transactions-000863,TX-0000863,AC-00223,2026-01-07T14:02:00Z,debit,mobile,grocery,USD,244.50,posted,2026-01-07T14:02:00Z
transactions-000864,TX-0000864,AC-00224,2026-01-07T14:13:00Z,refund,atm,grocery,USD,144.25,posted,2026-01-07T14:13:00Z
transactions-000865,TX-0000865,AC-00225,2026-01-07T14:24:00Z,debit,branch,travel,USD,51.00,posted,2026-01-07T14:24:00Z
transactions-000866,TX-0000866,AC-00226,2026-01-07T14:35:00Z,refund,atm,utilities,USD,190.25,posted,2026-01-07T14:35:00Z
transactions-000867,TX-0000867,AC-00227,2026-01-07T14:46:00Z,debit,branch,grocery,USD,192.50,posted,2026-01-07T14:46:00Z
transactions-000868,TX-0000868,AC-00228,2026-01-07T14:57:00Z,debit,mobile,services,USD,66.75,posted,2026-01-07T14:57:00Z
transactions-000869,TX-0000869,AC-00229,2026-01-07T15:08:00Z,refund,atm,services,USD,229.75,posted,2026-01-07T15:08:00Z
transactions-000870,TX-0000870,AC-00230,2026-01-07T15:19:00Z,credit,card,utilities,USD,82.25,posted,2026-01-07T15:19:00Z
transactions-000871,TX-0000871,AC-00231,2026-01-07T15:30:00Z,refund,atm,travel,USD,168.75,posted,2026-01-07T15:30:00Z
transactions-000872,TX-0000872,AC-00232,2026-01-07T15:41:00Z,debit,mobile,travel,USD,216.25,posted,2026-01-07T15:41:00Z
transactions-000873,TX-0000873,AC-00233,2026-01-07T15:52:00Z,refund,card,travel,USD,147.25,posted,2026-01-07T15:52:00Z
transactions-000874,TX-0000874,AC-00234,2026-01-07T16:03:00Z,debit,branch,utilities,USD,81.50,posted,2026-01-07T16:03:00Z
transactions-000875,TX-0000875,AC-00235,2026-01-07T16:14:00Z,credit,mobile,grocery,USD,158.50,posted,2026-01-07T16:14:00Z
transactions-000876,TX-0000876,AC-00236,2026-01-07T16:25:00Z,refund,atm,utilities,USD,256.75,posted,2026-01-07T16:25:00Z
transactions-000877,TX-0000877,AC-00237,2026-01-07T16:36:00Z,refund,card,utilities,USD,2.25,posted,2026-01-07T16:36:00Z
transactions-000878,TX-0000878,AC-00238,2026-01-07T16:47:00Z,refund,card,grocery,USD,208.50,posted,2026-01-07T16:47:00Z
transactions-000879,TX-0000879,AC-00239,2026-01-07T16:58:00Z,credit,atm,utilities,USD,131.50,posted,2026-01-07T16:58:00Z
transactions-000880,TX-0000880,AC-00240,2026-01-07T17:09:00Z,refund,atm,grocery,USD,254.75,posted,2026-01-07T17:09:00Z
transactions-000881,TX-0000881,AC-00241,2026-01-07T17:20:00Z,refund,branch,grocery,USD,250.75,posted,2026-01-07T17:20:00Z
transactions-000882,TX-0000882,AC-00242,2026-01-07T17:31:00Z,debit,card,travel,USD,26.00,posted,2026-01-07T17:31:00Z
transactions-000883,TX-0000883,AC-00243,2026-01-07T17:42:00Z,debit,branch,travel,USD,152.00,posted,2026-01-07T17:42:00Z
transactions-000884,TX-0000884,AC-00244,2026-01-07T17:53:00Z,credit,branch,travel,USD,221.75,posted,2026-01-07T17:53:00Z
transactions-000885,TX-0000885,AC-00245,2026-01-07T18:04:00Z,credit,card,travel,USD,129.50,posted,2026-01-07T18:04:00Z
transactions-000886,TX-0000886,AC-00246,2026-01-07T18:15:00Z,debit,branch,services,USD,126.50,posted,2026-01-07T18:15:00Z
transactions-000887,TX-0000887,AC-00247,2026-01-07T18:26:00Z,debit,mobile,utilities,USD,267.25,posted,2026-01-07T18:26:00Z
transactions-000888,TX-0000888,AC-00248,2026-01-07T18:37:00Z,refund,branch,services,USD,60.00,posted,2026-01-07T18:37:00Z
transactions-000889,TX-0000889,AC-00249,2026-01-07T18:48:00Z,debit,branch,services,USD,223.25,posted,2026-01-07T18:48:00Z
transactions-000890,TX-0000890,AC-00250,2026-01-07T18:59:00Z,credit,branch,travel,USD,264.50,posted,2026-01-07T18:59:00Z
transactions-000891,TX-0000891,AC-00251,2026-01-07T19:10:00Z,debit,mobile,services,USD,52.50,posted,2026-01-07T19:10:00Z
transactions-000892,TX-0000892,AC-00252,2026-01-07T19:21:00Z,refund,mobile,services,USD,249.25,posted,2026-01-07T19:21:00Z
transactions-000893,TX-0000893,AC-00253,2026-01-07T19:32:00Z,credit,mobile,travel,USD,43.50,posted,2026-01-07T19:32:00Z
transactions-000894,TX-0000894,AC-00254,2026-01-07T19:43:00Z,refund,branch,utilities,USD,53.00,posted,2026-01-07T19:43:00Z
transactions-000895,TX-0000895,AC-00255,2026-01-07T19:54:00Z,refund,mobile,grocery,USD,13.75,posted,2026-01-07T19:54:00Z
transactions-000896,TX-0000896,AC-00256,2026-01-07T20:05:00Z,debit,branch,services,USD,194.00,posted,2026-01-07T20:05:00Z
transactions-000897,TX-0000897,AC-00257,2026-01-07T20:16:00Z,credit,atm,services,USD,267.75,posted,2026-01-07T20:16:00Z
transactions-000898,TX-0000898,AC-00258,2026-01-07T20:27:00Z,credit,card,utilities,USD,265.50,posted,2026-01-07T20:27:00Z
transactions-000899,TX-0000899,AC-00259,2026-01-07T20:38:00Z,debit,branch,utilities,USD,208.25,posted,2026-01-07T20:38:00Z
transactions-000900,TX-0000900,AC-00260,2026-01-07T20:49:00Z,debit,atm,travel,USD,297.00,posted,2026-01-07T20:49:00Z
transactions-000901,TX-0000901,AC-00261,2026-01-07T21:00:00Z,refund,branch,grocery,USD,45.00,posted,2026-01-07T21:00:00Z
transactions-000902,TX-0000902,AC-00262,2026-01-07T21:11:00Z,debit,mobile,grocery,USD,240.75,posted,2026-01-07T21:11:00Z
transactions-000903,TX-0000903,AC-00263,2026-01-07T21:22:00Z,debit,card,grocery,USD,193.75,posted,2026-01-07T21:22:00Z
transactions-000904,TX-0000904,AC-00264,2026-01-07T21:33:00Z,debit,mobile,grocery,USD,96.75,posted,2026-01-07T21:33:00Z
transactions-000905,TX-0000905,AC-00265,2026-01-07T21:44:00Z,debit,mobile,grocery,USD,69.00,posted,2026-01-07T21:44:00Z
transactions-000906,TX-0000906,AC-00266,2026-01-07T21:55:00Z,credit,mobile,grocery,USD,111.25,posted,2026-01-07T21:55:00Z
transactions-000907,TX-0000907,AC-00267,2026-01-07T22:06:00Z,refund,mobile,utilities,USD,203.00,posted,2026-01-07T22:06:00Z
transactions-000908,TX-0000908,AC-00268,2026-01-07T22:17:00Z,refund,mobile,utilities,USD,202.25,posted,2026-01-07T22:17:00Z
transactions-000909,TX-0000909,AC-00269,2026-01-07T22:28:00Z,refund,mobile,travel,USD,83.50,posted,2026-01-07T22:28:00Z
transactions-000910,TX-0000910,AC-00270,2026-01-07T22:39:00Z,debit,card,services,USD,135.50,posted,2026-01-07T22:39:00Z
transactions-000911,TX-0000911,AC-00271,2026-01-07T22:50:00Z,credit,branch,travel,USD,226.50,posted,2026-01-07T22:50:00Z
transactions-000912,TX-0000912,AC-00272,2026-01-07T23:01:00Z,debit,atm,services,USD,145.50,posted,2026-01-07T23:01:00Z
transactions-000913,TX-0000913,AC-00273,2026-01-07T23:12:00Z,credit,card,travel,USD,9.75,posted,2026-01-07T23:12:00Z
transactions-000914,TX-0000914,AC-00274,2026-01-07T23:23:00Z,credit,atm,services,USD,186.50,posted,2026-01-07T23:23:00Z
transactions-000915,TX-0000915,AC-00275,2026-01-07T23:34:00Z,credit,atm,grocery,USD,34.75,posted,2026-01-07T23:34:00Z
transactions-000916,TX-0000916,AC-00276,2026-01-07T23:45:00Z,refund,card,services,USD,150.75,posted,2026-01-07T23:45:00Z
transactions-000917,TX-0000917,AC-00277,2026-01-07T23:56:00Z,debit,card,travel,USD,108.75,posted,2026-01-07T23:56:00Z
transactions-000918,TX-0000918,AC-00278,2026-01-08T00:07:00Z,debit,mobile,utilities,USD,96.25,posted,2026-01-08T00:07:00Z
transactions-000919,TX-0000919,AC-00279,2026-01-08T00:18:00Z,credit,card,utilities,USD,211.00,posted,2026-01-08T00:18:00Z
transactions-000920,TX-0000920,AC-00280,2026-01-08T00:29:00Z,debit,mobile,grocery,USD,130.50,posted,2026-01-08T00:29:00Z
transactions-000921,TX-0000921,AC-00281,2026-01-08T00:40:00Z,debit,mobile,utilities,USD,200.50,posted,2026-01-08T00:40:00Z
transactions-000922,TX-0000922,AC-00282,2026-01-08T00:51:00Z,credit,atm,travel,USD,239.75,posted,2026-01-08T00:51:00Z
transactions-000923,TX-0000923,AC-00283,2026-01-08T01:02:00Z,debit,mobile,grocery,USD,37.50,posted,2026-01-08T01:02:00Z
transactions-000924,TX-0000924,AC-00284,2026-01-08T01:13:00Z,debit,mobile,services,USD,200.50,posted,2026-01-08T01:13:00Z
transactions-000925,TX-0000925,AC-00285,2026-01-08T01:24:00Z,debit,mobile,grocery,USD,176.50,posted,2026-01-08T01:24:00Z
transactions-000926,TX-0000926,AC-00286,2026-01-08T01:35:00Z,refund,branch,services,USD,188.50,posted,2026-01-08T01:35:00Z
transactions-000927,TX-0000927,AC-00287,2026-01-08T01:46:00Z,debit,card,travel,USD,197.50,posted,2026-01-08T01:46:00Z
transactions-000928,TX-0000928,AC-00288,2026-01-08T01:57:00Z,refund,mobile,grocery,USD,207.25,posted,2026-01-08T01:57:00Z
transactions-000929,TX-0000929,AC-00289,2026-01-08T02:08:00Z,debit,card,services,USD,18.50,posted,2026-01-08T02:08:00Z
transactions-000930,TX-0000930,AC-00290,2026-01-08T02:19:00Z,refund,atm,services,USD,81.50,posted,2026-01-08T02:19:00Z
transactions-000931,TX-0000931,AC-00291,2026-01-08T02:30:00Z,refund,card,utilities,USD,37.25,posted,2026-01-08T02:30:00Z
transactions-000932,TX-0000932,AC-00292,2026-01-08T02:41:00Z,debit,branch,services,USD,291.75,posted,2026-01-08T02:41:00Z
transactions-000933,TX-0000933,AC-00293,2026-01-08T02:52:00Z,credit,atm,services,USD,292.50,posted,2026-01-08T02:52:00Z
transactions-000934,TX-0000934,AC-00294,2026-01-08T03:03:00Z,credit,atm,travel,USD,231.00,posted,2026-01-08T03:03:00Z
transactions-000935,TX-0000935,AC-00295,2026-01-08T03:14:00Z,debit,atm,grocery,USD,261.25,posted,2026-01-08T03:14:00Z
transactions-000936,TX-0000936,AC-00296,2026-01-08T03:25:00Z,credit,atm,grocery,USD,112.25,posted,2026-01-08T03:25:00Z
transactions-000937,TX-0000937,AC-00297,2026-01-08T03:36:00Z,debit,card,travel,USD,273.50,posted,2026-01-08T03:36:00Z
transactions-000938,TX-0000938,AC-00298,2026-01-08T03:47:00Z,credit,branch,services,USD,88.75,posted,2026-01-08T03:47:00Z
transactions-000939,TX-0000939,AC-00299,2026-01-08T03:58:00Z,credit,mobile,services,USD,37.75,posted,2026-01-08T03:58:00Z
transactions-000940,TX-0000940,AC-00300,2026-01-08T04:09:00Z,debit,branch,travel,USD,242.75,posted,2026-01-08T04:09:00Z
transactions-000941,TX-0000941,AC-00301,2026-01-08T04:20:00Z,debit,branch,travel,USD,92.25,posted,2026-01-08T04:20:00Z
transactions-000942,TX-0000942,AC-00302,2026-01-08T04:31:00Z,credit,atm,travel,USD,62.50,posted,2026-01-08T04:31:00Z
transactions-000943,TX-0000943,AC-00303,2026-01-08T04:42:00Z,refund,atm,utilities,USD,196.25,posted,2026-01-08T04:42:00Z
transactions-000944,TX-0000944,AC-00304,2026-01-08T04:53:00Z,debit,mobile,utilities,USD,23.25,posted,2026-01-08T04:53:00Z
transactions-000945,TX-0000945,AC-00305,2026-01-08T05:04:00Z,debit,branch,utilities,USD,251.50,posted,2026-01-08T05:04:00Z
transactions-000946,TX-0000946,AC-00306,2026-01-08T05:15:00Z,debit,mobile,grocery,USD,11.25,posted,2026-01-08T05:15:00Z
transactions-000947,TX-0000947,AC-00307,2026-01-08T05:26:00Z,credit,atm,travel,USD,276.25,posted,2026-01-08T05:26:00Z
transactions-000948,TX-0000948,AC-00308,2026-01-08T05:37:00Z,credit,atm,services,USD,120.75,posted,2026-01-08T05:37:00Z
transactions-000949,TX-0000949,AC-00309,2026-01-08T05:48:00Z,credit,mobile,utilities,USD,2.75,posted,2026-01-08T05:48:00Z
transactions-000950,TX-0000950,AC-00310,2026-01-08T05:59:00Z,credit,card,utilities,USD,142.00,posted,2026-01-08T05:59:00Z
transactions-000951,TX-0000951,AC-00311,2026-01-08T06:10:00Z,debit,card,grocery,USD,181.25,posted,2026-01-08T06:10:00Z
transactions-000952,TX-0000952,AC-00312,2026-01-08T06:21:00Z,credit,card,services,USD,140.75,posted,2026-01-08T06:21:00Z
