source_row_id,order_id,customer_id,order_time,channel,region,currency,order_status,discount_amount,declared_total,updated_at
orders-000208,OR-000208,RC-00208,2026-01-05T04:03:00Z,store,north,USD,refunded,13.00,318.00,2026-01-05T04:03:00Z
orders-000209,OR-000209,RC-00209,2026-01-05T04:32:00Z,store,west,USD,completed,20.00,202.00,2026-01-05T04:32:00Z
orders-000210,OR-000210,RC-00210,2026-01-05T05:01:00Z,mobile,east,USD,completed,17.00,202.00,2026-01-05T05:01:00Z
orders-000211,OR-000211,RC-00211,2026-01-05T05:30:00Z,store,south,USD,refunded,8.00,94.00,2026-01-05T05:30:00Z
orders-000212,OR-000212,RC-00212,2026-01-05T05:59:00Z,store,south,USD,completed,8.00,158.00,2026-01-05T05:59:00Z
orders-000213,OR-000213,RC-00213,2026-01-05T06:28:00Z,mobile,east,USD,completed,13.00,398.00,2026-01-05T06:28:00Z
orders-000214,OR-000214,RC-00214,2026-01-05T06:57:00Z,mobile,south,USD,completed,10.00,36.00,2026-01-05T06:57:00Z
orders-000215,OR-000215,RC-00215,2026-01-05T07:26:00Z,mobile,south,USD,refunded,8.00,93.00,2026-01-05T07:26:00Z
orders-000216,OR-000216,RC-00216,2026-01-05T07:55:00Z,mobile,north,USD,completed,6.00,382.00,2026-01-05T07:55:00Z
orders-000217,OR-000217,RC-00217,2026-01-05T08:24:00Z,store,north,USD,refunded,18.00,382.00,2026-01-05T08:24:00Z
orders-000218,OR-000218,RC-00218,2026-01-05T08:53:00Z,mobile,east,USD,refunded,0.00,360.00,2026-01-05T08:53:00Z
orders-000219,OR-000219,RC-00219,2026-01-05T09:22:00Z,store,north,USD,completed,3.00,277.00,2026-01-05T09:22:00Z
orders-000220,OR-000220,RC-00220,2026-01-05T09:51:00Z,mobile,south,USD,completed,1.00,498.00,2026-01-05T09:51:00Z
orders-000221,OR-000221,RC-00221,2026-01-05T10:20:00Z,web,west,USD,completed,19.00,171.00,2026-01-05T10:20:00Z
orders-000222,OR-000222,RC-00222,2026-01-05T10:49:00Z,store,west,USD,completed,13.00,452.00,2026-01-05T10:49:00Z
orders-000223,OR-000223,RC-00223,2026-01-05T11:18:00Z,web,east,USD,completed,15.00,461.00,2026-01-05T11:18:00Z
orders-000224,OR-000224,RC-00224,2026-01-05T11:47:00Z,store,west,USD,completed,9.00,268.00,2026-01-05T11:47:00Z
orders-000225,OR-000225,RC-00225,2026-01-05T12:16:00Z,web,north,USD,completed,11.00,419.00,2026-01-05T12:16:00Z
orders-000226,OR-000226,RC-00226,2026-01-05T12:45:00Z,web,south,USD,completed,0.00,382.00,2026-01-05T12:45:00Z
orders-000227,OR-000227,RC-00227,2026-01-05T13:14:00Z,mobile,south,USD,completed,9.00,262.00,2026-01-05T13:14:00Z
orders-000228,OR-000228,RC-00228,2026-01-05T13:43:00Z,web,west,USD,completed,1.00,40.00,2026-01-05T13:43:00Z
orders-000229,OR-000229,RC-00229,2026-01-05T14:12:00Z,web,north,USD,refunded,20.00,452.00,2026-01-05T14:12:00Z
orders-000230,OR-000230,RC-00230,2026-01-05T14:41:00Z,mobile,north,USD,completed,6.00,152.00,2026-01-05T14:41:00Z
orders-000231,OR-000231,RC-00231,2026-01-05T15:10:00Z,store,east,USD,refunded,10.00,27.00,2026-01-05T15:10:00Z
orders-000232,OR-000232,RC-00232,2026-01-05T15:39:00Z,mobile,west,USD,refunded,0.00,163.00,2026-01-05T15:39:00Z
orders-000233,OR-000233,RC-00233,2026-01-05T16:08:00Z,store,west,USD,completed,1.00,195.00,2026-01-05T16:08:00Z
orders-000234,OR-000234,RC-00234,2026-01-05T16:37:00Z,mobile,east,USD,completed,1.00,474.00,2026-01-05T16:37:00Z
orders-000235,OR-000235,RC-00235,2026-01-05T17:06:00Z,store,west,USD,completed,12.00,263.00,2026-01-05T17:06:00Z
orders-000236,OR-000236,RC-00236,2026-01-05T17:35:00Z,store,east,USD,completed,8.00,324.00,2026-01-05T17:35:00Z
orders-000237,OR-000237,RC-00237,2026-01-05T18:04:00Z,mobile,north,USD,refunded,18.00,418.00,2026-01-05T18:04:00Z
orders-000238,OR-000238,RC-00238,2026-01-05T18:33:00Z,mobile,west,USD,completed,20.00,121.00,2026-01-05T18:33:00Z
orders-000239,OR-000239,RC-00239,2026-01-05T19:02:00Z,web,west,USD,completed,18.00,304.00,2026-01-05T19:02:00Z
orders-000240,OR-000240,RC-00240,2026-01-05T19:31:00Z,web,south,USD,completed,3.00,183.00,2026-01-05T19:31:00Z
orders-000241,OR-000241,RC-00241,2026-01-05T20:00:00Z,web,north,USD,completed,6.00,476.00,2026-01-05T20:00:00Z
orders-000242,OR-000242,RC-00242,2026-01-05T20:29:00Z,store,south,USD,completed,9.00,428.00,2026-01-05T20:29:00Z
orders-000243,OR-000243,RC-00243,2026-01-05T20:58:00Z,mobile,east,USD,completed,18.00,305.00,2026-01-05T20:58:00Z
orders-000244,OR-000244,RC-00244,2026-01-05T21:27:00Z,web,north,USD,refunded,7.00,490.00,2026-01-05T21:27:00Z
orders-000245,OR-000245,RC-00245,2026-01-05T21:56:00Z,mobile,south,USD,completed,5.00,434.00,2026-01-05T21:56:00Z
orders-000246,OR-000246,RC-00246,2026-01-05T22:25:00Z,mobile,north,USD,refunded,3.00,237.00,2026-01-05T22:25:00Z
orders-000247,OR-000247,RC-00247,2026-01-05T22:54:00Z,web,east,USD,completed,20.00,125.00,2026-01-05T22:54:00Z
orders-000248,OR-000248,RC-00248,2026-01-05T23:23:00Z,store,south,USD,refunded,6.00,471.00,2026-01-05T23:23:00Z
orders-000249,OR-000249,RC-00249,2026-01-05T23:52:00Z,store,south,USD,refunded,13.00,333.00,2026-01-05T23:52:00Z
orders-000250,OR-000250,RC-00250,2026-01-06T00:21:00Z,mobile,west,USD,completed,14.00,77.00,2026-01-06T00:21:00Z
orders-000251,OR-000251,RC-00251,2026-01-06T00:50:00Z,web,south,USD,refunded,12.00,184.00,2026-01-06T00:50:00Z
orders-000252,OR-000252,RC-00252,2026-01-06T01:19:00Z,store,west,USD,completed,17.00,407.00,2026-01-06T01:19:00Z
orders-000253,OR-000253,RC-00253,2026-01-06T01:48:00Z,mobile,south,USD,completed,6.00,234.00,2026-01-06T01:48:00Z
orders-000254,OR-000254,RC-00254,2026-01-06T02:17:00Z,mobile,west,USD,completed,19.00,104.00,2026-01-06T02:17:00Z
orders-000255,OR-000255,RC-00255,2026-01-06T02:46:00Z,store,south,USD,completed,10.00,45.00,2026-01-06T02:46:00Z
orders-000256,OR-000256,RC-00256,2026-01-06T03:15:00Z,web,east,USD,completed,2.00,354.00,2026-01-06T03:15:00Z
orders-000257,OR-000257,RC-00257,2026-01-06T03:44:00Z,mobile,east,USD,completed,18.00,265.00,2026-01-06T03:44:00Z
orders-000258,OR-000258,RC-00258,2026-01-06T04:13:00Z,store,east,USD,refunded,8.00,488.00,2026-01-06T04:13:00Z
orders-000259,OR-000259,RC-00259,2026-01-06T04:42:00Z,mobile,north,USD,completed,14.00,118.00,2026-01-06T04:42:00Z
orders-000260,OR-000260,RC-00260,2026-01-06T05:11:00Z,mobile,east,USD,completed,19.00,434.00,2026-01-06T05:11:00Z
orders-000261,OR-000261,RC-00261,2026-01-06T05:40:00Z,web,east,USD,completed,19.00,419.00,2026-01-06T05:40:00Z
orders-000262,OR-000262,RC-00262,2026-01-06T06:09:00Z,web,south,USD,completed,2.00,487.00,2026-01-06T06:09:00Z
orders-000263,OR-000263,RC-00263,2026-01-06T06:38:00Z,store,west,USD,refunded,11.00,251.00,2026-01-06T06:38:00Z
orders-000264,OR-000264,RC-00264,2026-01-06T07:07:00Z,web,east,USD,refunded,3.00,280.00,2026-01-06T07:07:00Z
orders-000265,OR-000265,RC-00265,2026-01-06T07:36:00Z,store,east,USD,completed,5.00,183.00,2026-01-06T07:36:00Z
orders-000266,OR-000266,RC-00266,2026-01-06T08:05:00Z,mobile,south,USD,completed,3.00,313.00,2026-01-06T08:05:00Z
orders-000267,OR-000267,RC-00267,2026-01-06T08:34:00Z,web,north,USD,completed,19.00,344.00,2026-01-06T08:34:00Z
orders-000268,OR-000268,RC-00268,2026-01-06T09:03:00Z,mobile,west,USD,completed,2.00,89.00,2026-01-06T09:03:00Z
orders-000269,OR-000269,RC-00269,2026-01-06T09:32:00Z,store,west,USD,completed,11.00,332.00,2026-01-06T09:32:00Z
orders-000270,OR-000270,RC-00270,2026-01-06T10:01:00Z,mobile,east,USD,completed,11.00,378.00,2026-01-06T10:01:00Z
orders-000271,OR-000271,RC-00271,2026-01-06T10:30:00Z,store,east,USD,refunded,10.00,464.00,2026-01-06T10:30:00Z
orders-000272,OR-000272,RC-00272,2026-01-06T10:59:00Z,web,east,USD,completed,2.00,490.00,2026-01-06T10:59:00Z
orders-000273,OR-000273,RC-00273,2026-01-06T11:28:00Z,web,north,USD,completed,11.00,147.00,2026-01-06T11:28:00Z
orders-000274,OR-000274,RC-00274,2026-01-06T11:57:00Z,mobile,east,USD,refunded,3.00,377.00,2026-01-06T11:57:00Z
orders-000275,OR-000275,RC-00275,2026-01-06T12:26:00Z,web,west,USD,completed,13.00,190.00,2026-01-06T12:26:00Z
orders-000276,OR-000276,RC-00276,2026-01-06T12:55:00Z,mobile,north,USD,completed,16.00,52.00,2026-01-06T12:55:00Z
orders-000277,OR-000277,RC-00277,2026-01-06T13:24:00Z,web,south,USD,completed,11.00,25.00,2026-01-06T13:24:00Z
orders-000278,OR-000278,RC-00278,2026-01-06T13:53:00Z,mobile,west,USD,refunded,15.00,460.00,2026-01-06T13:53:00Z
orders-000279,OR-000279,RC-00279,2026-01-06T14:22:00Z,store,east,USD,completed,7.00,359.00,2026-01-06T14:22:00Z
orders-000280,OR-000280,RC-00280,2026-01-06T14:51:00Z,mobile,north,USD,refunded,6.00,31.00,2026-01-06T14:51:00Z
orders-000281,OR-000281,RC-00281,2026-01-06T15:20:00Z,web,east,USD,refunded,16.00,171.00,2026-01-06T15:20:00Z
orders-000282,OR-000282,RC-00282,2026-01-06T15:49:00Z,store,west,USD,completed,8.00,71.00,2026-01-06T15:49:00Z
orders-000283,OR-000283,RC-00283,2026-01-06T16:18:00Z,web,south,USD,completed,7.00,62.00,2026-01-06T16:18:00Z
orders-000284,OR-000284,RC-00284,2026-01-06T16:47:00Z,mobile,south,USD,completed,7.00,241.00,2026-01-06T16:47:00Z
orders-000285,OR-000285,RC-00285,2026-01-06T17:16:00Z,store,south,USD,refunded,17.00,370.00,2026-01-06T17:16:00Z
orders-000286,OR-000286,RC-00286,2026-01-06T17:45:00Z,mobile,west,USD,refunded,8.00,322.00,2026-01-06T17:45:00Z
orders-000287,OR-000287,RC-00287,2026-01-06T18:14:00Z,mobile,east,USD,completed,8.00,63.00,2026-01-06T18:14:00Z
orders-000288,OR-000288,RC-00288,2026-01-06T18:43:00Z,web,south,USD,completed,7.00,141.00,2026-01-06T18:43:00Z
orders-000289,OR-000289,RC-00289,2026-01-06T19:12:00Z,web,east,USD,refunded,10.00,345.00,2026-01-06T19:12:00Z
orders-000290,OR-000290,RC-00290,2026-01-06T19:41:00Z,web,north,USD,refunded,6.00,467.00,2026-01-06T19:41:00Z
orders-000291,OR-000291,RC-00291,2026-01-06T20:10:00Z,web,north,USD,completed,8.00,127.00,2026-01-06T20:10:00Z
orders-000292,OR-000292,RC-00292,2026-01-06T20:39:00Z,web,south,USD,completed,2.00,366.00,2026-01-06T20:39:00Z
orders-000293,OR-000293,RC-00293,2026-01-06T21:08:00Z,store,east,USD,completed,0.00,414.00,2026-01-06T21:08:00Z
orders-000294,OR-000294,RC-00294,2026-01-06T21:37:00Z,mobile,east,USD,completed,13.00,135.00,2026-01-06T21:37:00Z
orders-000295,OR-000295,RC-00295,2026-01-06T22:06:00Z,store,west,USD,completed,14.00,233.00,2026-01-06T22:06:00Z
orders-000296,OR-000296,RC-00296,2026-01-06T22:35:00Z,mobile,east,USD,completed,3.00,256.00,2026-01-06T22:35:00Z
orders-000297,OR-000297,RC-00297,2026-01-06T23:04:00Z,mobile,south,USD,completed,10.00,355.00,2026-01-06T23:04:00Z
orders-000298,OR-000298,RC-00298,2026-01-06T23:33:00Z,mobile,south,USD,completed,6.00,255.00,2026-01-06T23:33:00Z
orders-000299,OR-000299,RC-00299,2026-01-07T00:02:00Z,mobile,north,USD,completed,13.00,166.00,2026-01-07T00:02:00Z
orders-000300,OR-000300,RC-00300,2026-01-07T00:31:00Z,store,east,USD,refunded,12.00,481.00,2026-01-07T00:31:00Z
orders-000301,OR-000301,RC-00001,2026-01-07T01:00:00Z,mobile,north,USD,completed,10.00,222.00,2026-01-07T01:00:00Z
orders-000302,OR-000302,RC-00002,2026-01-07T01:29:00Z,store,east,USD,refunded,2.00,108.00,2026-01-07T01:29:00Z
orders-000303,OR-000303,RC-00003,2026-01-07T01:58:00Z,store,south,USD,completed,7.00,435.00,2026-01-07T01:58:00Z
orders-000304,OR-000304,RC-00004,2026-01-07T02:27:00Z,web,south,USD,refunded,13.00,336.00,2026-01-07T02:27:00Z
orders-000305,OR-000305,RC-00005,2026-01-07T02:56:00Z,web,south,USD,refunded,17.00,118.00,2026-01-07T02:56:00Z
orders-000306,OR-000306,RC-00006,2026-01-07T03:25:00Z,mobile,west,USD,completed,5.00,41.00,2026-01-07T03:25:00Z
orders-000307,OR-000307,RC-00007,2026-01-07T03:54:00Z,store,east,USD,completed,10.00,493.00,2026-01-07T03:54:00Z
orders-000308,OR-000308,RC-00008,2026-01-07T04:23:00Z,mobile,west,USD,completed,13.00,291.00,2026-01-07T04:23:00Z
orders-000309,OR-000309,RC-00009,2026-01-07T04:52:00Z,store,south,USD,completed,12.00,175.00,2026-01-07T04:52:00Z
orders-000310,OR-000310,RC-00010,2026-01-07T05:21:00Z,store,north,USD,refunded,9.00,391.00,2026-01-07T05:21:00Z
orders-000311,OR-000311,RC-00011,2026-01-07T05:50:00Z,store,south,USD,completed,14.00,241.00,2026-01-07T05:50:00Z
orders-000312,OR-000312,RC-00012,2026-01-07T06:19:00Z,web,west,USD,completed,14.00,82.00,2026-01-07T06:19:00Z
orders-000313,OR-000313,RC-00013,2026-01-07T06:48:00Z,store,north,USD,refunded,2.00,426.00,2026-01-07T06:48:00Z
orders-000314,OR-000314,RC-00014,2026-01-07T07:17:00Z,web,east,USD,completed,15.00,148.00,2026-01-07T07:17:00Z
orders-000315,OR-000315,RC-00015,2026-01-07T07:46:00Z,web,east,USD,completed,4.00,190.00,2026-01-07T07:46:00Z
orders-000316,OR-000316,RC-00016,2026-01-07T08:15:00Z,web,south,USD,completed,0.00,133.00,2026-01-07T08:15:00Z
orders-000317,OR-000317,RC-00017,2026-01-07T08:44:00Z,mobile,south,USD,completed,14.00,180.00,2026-01-07T08:44:00Z
orders-000318,OR-000318,RC-00018,2026-01-07T09:13:00Z,mobile,south,USD,completed,18.00,122.00,2026-01-07T09:13:00Z
orders-000319,OR-000319,RC-00019,2026-01-07T09:42:00Z,mobile,south,USD,completed,5.00,475.00,2026-01-07T09:42:00Z
orders-000320,OR-000320,RC-00020,2026-01-07T10:11:00Z,mobile,west,USD,completed,5.00,445.00,2026-01-07T10:11:00Z
orders-000321,OR-000321,RC-00021,2026-01-07T10:40:00Z,store,west,USD,completed,15.00,251.00,2026-01-07T10:40:00Z
orders-000322,OR-000322,RC-00022,2026-01-07T11:09:00Z,web,north,USD,refunded,6.00,454.00,2026-01-07T11:09:00Z
orders-000323,OR-000323,RC-00023,2026-01-07T11:38:00Z,mobile,north,USD,completed,7.00,352.00,2026-01-07T11:38:00Z
orders-000324,OR-000324,RC-00024,2026-01-07T12:07:00Z,mobile,east,USD,refunded,14.00,425.00,2026-01-07T12:07:00Z
orders-000325,OR-000325,RC-00025,2026-01-07T12:36:00Z,store,west,USD,refunded,5.00,421.00,2026-01-07T12:36:00Z
orders-000326,OR-000326,RC-00026,2026-01-07T13:05:00Z,store,south,USD,completed,15.00,300.00,2026-01-07T13:05:00Z
orders-000327,OR-000327,RC-00027,2026-01-07T13:34:00Z,store,south,USD,completed,13.00,173.00,2026-01-07T13:34:00Z
orders-000328,OR-000328,RC-00028,2026-01-07T14:03:00Z,mobile,west,USD,completed,8.00,150.00,2026-01-07T14:03:00Z
orders-000329,OR-000329,RC-00029,2026-01-07T14:32:00Z,mobile,west,USD,refunded,15.00,281.00,2026-01-07T14:32:00Z
orders-000330,OR-000330,RC-00030,2026-01-07T15:01:00Z,store,west,USD,completed,14.00,203.00,2026-01-07T15:01:00Z
orders-000331,OR-000331,RC-00031,2026-01-07T15:30:00Z,store,west,USD,completed,18.00,246.00,2026-01-07T15:30:00Z
orders-000332,OR-000332,RC-00032,2026-01-07T15:59:00Z,mobile,east,USD,refunded,12.00,341.00,2026-01-07T15:59:00Z
orders-000333,OR-000333,RC-00033,2026-01-07T16:28:00Z,mobile,west,USD,completed,0.00,381.00,2026-01-07T16:28:00Z
orders-000334,OR-000334,RC-00034,2026-01-07T16:57:00Z,store,south,USD,refunded,3.00,152.00,2026-01-07T16:57:00Z
orders-000335,OR-000335,RC-00035,2026-01-07T17:26:00Z,store,north,USD,completed,5.00,176.00,2026-01-07T17:26:00Z
orders-000336,OR-000336,RC-00036,2026-01-07T17:55:00Z,web,east,USD,completed,8.00,197.00,2026-01-07T17:55:00Z
orders-000337,OR-000337,RC-00037,2026-01-07T18:24:00Z,mobile,west,USD,completed,11.00,57.00,2026-01-07T18:24:00Z
orders-000338,OR-000338,RC-00038,2026-01-07T18:53:00Z,web,north,USD,completed,17.00,301.00,2026-01-07T18:53:00Z
orders-000339,OR-000339,RC-00039,2026-01-07T19:22:00Z,store,south,USD,completed,0.00,251.00,2026-01-07T19:22:00Z
orders-000340,OR-000340,RC-00040,2026-01-07T19:51:00Z,web,south,USD,refunded,8.00,264.00,2026-01-07T19:51:00Z
orders-000341,OR-000341,RC-00041,2026-01-07T20:20:00Z,mobile,west,USD,refunded,8.00,483.00,2026-01-07T20:20:00Z
orders-000342,OR-000342,RC-00042,2026-01-07T20:49:00Z,mobile,north,USD,refunded,16.00,238.00,2026-01-07T20:49:00Z
orders-000343,OR-000343,RC-00043,2026-01-07T21:18:00Z,web,south,USD,completed,1.00,315.00,2026-01-07T21:18:00Z
orders-000344,OR-000344,RC-00044,2026-01-07T21:47:00Z,mobile,west,USD,refunded,19.00,169.00,2026-01-07T21:47:00Z
orders-000345,OR-000345,RC-00045,2026-01-07T22:16:00Z,mobile,north,USD,completed,0.00,150.00,2026-01-07T22:16:00Z
orders-000346,OR-000346,RC-00046,2026-01-07T22:45:00Z,store,east,USD,completed,1.00,426.00,2026-01-07T22:45:00Z
orders-000347,OR-000347,RC-00047,2026-01-07T23:14:00Z,web,north,USD,refunded,4.00,120.00,2026-01-07T23:14:00Z
orders-000348,OR-000348,RC-00048,2026-01-07T23:43:00Z,store,south,USD,refunded,15.00,109.00,2026-01-07T23:43:00Z
orders-000349,OR-000349,RC-00049,2026-01-08T00:12:00Z,mobile,east,USD,refunded,7.00,121.00,2026-01-08T00:12:00Z
orders-000350,OR-000350,RC-00050,2026-01-08T00:41:00Z,store,west,USD,refunded,4.00,217.00,2026-01-08T00:41:00Z
orders-000351,OR-000351,RC-00051,2026-01-08T01:10:00Z,store,east,USD,completed,2.00,313.00,2026-01-08T01:10:00Z
orders-000352,OR-000352,RC-00052,2026-01-08T01:39:00Z,web,east,USD,refunded,7.00,377.00,2026-01-08T01:39:00Z
orders-000353,OR-000353,RC-00053,2026-01-08T02:08:00Z,web,north,USD,completed,9.00,266.00,2026-01-08T02:08:00Z
orders-000354,OR-000354,RC-00054,2026-01-08T02:37:00Z,web,south,USD,refunded,16.00,325.00,2026-01-08T02:37:00Z
orders-000355,OR-000355,RC-00055,2026-01-08T03:06:00Z,store,east,USD,completed,12.00,27.00,2026-01-08T03:06:00Z
orders-000356,OR-000356,RC-00056,2026-01-08T03:35:00Z,mobile,west,USD,refunded,2.00,193.00,2026-01-08T03:35:00Z
orders-000357,OR-000357,RC-00057,2026-01-08T04:04:00Z,web,west,USD,refunded,6.00,21.00,2026-01-08T04:04:00Z
orders-000358,OR-000358,RC-00058,2026-01-08T04:33:00Z,mobile,east,USD,completed,13.00,118.00,2026-01-08T04:33:00Z
orders-000359,OR-000359,RC-00059,2026-01-08T05:02:00Z,web,west,USD,completed,15.00,47.00,2026-01-08T05:02:00Z
orders-000360,OR-000360,RC-00060,2026-01-08T05:31:00Z,web,west,USD,completed,11.00,200.00,2026-01-08T05:31:00Z
orders-000361,OR-000361,RC-00061,2026-01-08T06:00:00Z,web,east,USD,completed,2.00,371.00,2026-01-08T06:00:00Z
orders-000362,OR-000362,RC-00062,2026-01-08T06:29:00Z,web,south,USD,refunded,1.00,61.00,2026-01-08T06:29:00Z
orders-000363,OR-000363,RC-00063,2026-01-08T06:58:00Z,web,south,USD,completed,10.00,222.00,2026-01-08T06:58:00Z
orders-000364,OR-000364,RC-00064,2026-01-08T07:27:00Z,store,east,USD,completed,4.00,397.00,2026-01-08T07:27:00Z
orders-000365,OR-000365,RC-00065,2026-01-08T07:56:00Z,web,east,USD,completed,14.00,421.00,2026-01-08T07:56:00Z
orders-000366,OR-000366,RC-00066,2026-01-08T08:25:00Z,web,west,USD,refunded,6.00,267.00,2026-01-08T08:25:00Z
orders-000367,OR-000367,RC-00067,2026-01-08T08:54:00Z,mobile,north,USD,refunded,19.00,245.00,2026-01-08T08:54:00Z
orders-000368,OR-000368,RC-00068,2026-01-08T09:23:00Z,web,west,USD,refunded,17.00,294.00,2026-01-08T09:23:00Z
orders-000369,OR-000369,RC-00069,2026-01-08T09:52:00Z,store,east,USD,completed,10.00,334.00,2026-01-08T09:52:00Z
orders-000370,OR-000370,RC-00070,2026-01-08T10:21:00Z,web,east,USD,completed,13.00,31.00,2026-01-08T10:21:00Z
orders-000371,OR-000371,RC-00071,2026-01-08T10:50:00Z,store,west,USD,completed,11.00,413.00,2026-01-08T10:50:00Z
orders-000372,OR-000372,RC-00072,2026-01-08T11:19:00Z,mobile,east,USD,completed,12.00,321.00,2026-01-08T11:19:00Z
orders-000373,OR-000373,RC-00073,2026-01-08T11:48:00Z,store,west,USD,completed,16.00,91.00,2026-01-08T11:48:00Z
orders-000374,OR-000374,RC-00074,2026-01-08T12:17:00Z,mobile,west,USD,refunded,13.00,69.00,2026-01-08T12:17:00Z
orders-000375,OR-000375,RC-00075,2026-01-08T12:46:00Z,web,west,USD,refunded,18.00,221.00,2026-01-08T12:46:00Z
orders-000376,OR-000376,RC-00076,2026-01-08T13:15:00Z,web,north,USD,completed,6.00,410.00,2026-01-08T13:15:00Z
orders-000377,OR-000377,RC-00077,2026-01-08T13:44:00Z,mobile,south,USD,completed,13.00,462.00,2026-01-08T13:44:00Z
orders-000378,OR-000378,RC-00078,2026-01-08T14:13:00Z,mobile,north,USD,completed,7.00,87.00,2026-01-08T14:13:00Z
orders-000379,OR-000379,RC-00079,2026-01-08T14:42:00Z,web,east,USD,completed,15.00,211.00,2026-01-08T14:42:00Z
orders-000380,OR-000380,RC-00080,2026-01-08T15:11:00Z,store,west,USD,refunded,7.00,266.00,2026-01-08T15:11:00Z
orders-000381,OR-000381,RC-00081,2026-01-08T15:40:00Z,web,north,USD,completed,1.00,367.00,2026-01-08T15:40:00Z
orders-000382,OR-000382,RC-00082,2026-01-08T16:09:00Z,web,east,USD,refunded,2.00,200.00,2026-01-08T16:09:00Z
orders-000383,OR-000383,RC-00083,2026-01-08T16:38:00Z,web,south,USD,completed,16.00,423.00,2026-01-08T16:38:00Z
orders-000384,OR-000384,RC-00084,2026-01-08T17:07:00Z,store,south,USD,completed,19.00,142.00,2026-01-08T17:07:00Z
orders-000385,OR-000385,RC-00085,2026-01-08T17:36:00Z,mobile,north,USD,completed,0.00,303.00,2026-01-08T17:36:00Z
orders-000386,OR-000386,RC-00086,2026-01-08T18:05:00Z,mobile,north,USD,completed,9.00,249.00,2026-01-08T18:05:00Z
orders-000387,OR-000387,RC-00087,2026-01-08T18:34:00Z,mobile,west,USD,completed,6.00,126.00,2026-01-08T18:34:00Z
orders-000388,OR-000388,RC-00088,2026-01-08T19:03:00Z,web,south,USD,refunded,17.00,325.00,2026-01-08T19:03:00Z
orders-000389,OR-000389,RC-00089,2026-01-08T19:32:00Z,store,east,USD,refunded,20.00,425.00,2026-01-08T19:32:00Z
orders-000390,OR-000390,RC-00090,2026-01-08T20:01:00Z,mobile,south,USD,completed,3.00,194.00,2026-01-08T20:01:00Z
orders-000391,OR-000391,RC-00091,2026-01-08T20:30:00Z,web,north,USD,completed,18.00,414.00,2026-01-08T20:30:00Z
orders-000392,OR-000392,RC-00092,2026-01-08T20:59:00Z,web,north,USD,refunded,14.00,216.00,2026-01-08T20:59:00Z
orders-000393,OR-000393,RC-00093,2026-01-08T21:28:00Z,web,west,USD,refunded,16.00,250.00,2026-01-08T21:28:00Z
orders-000394,OR-000394,RC-00094,2026-01-08T21:57:00Z,store,north,USD,completed,19.00,333.00,2026-01-08T21:57:00Z
orders-000395,OR-000395,RC-00095,2026-01-08T22:26:00Z,web,west,USD,refunded,17.00,355.00,2026-01-08T22:26:00Z
orders-000396,OR-000396,RC-00096,2026-01-08T22:55:00Z,web,west,USD,refunded,4.00,238.00,2026-01-08T22:55:00Z
orders-000397,OR-000397,RC-00097,2026-01-08T23:24:00Z,store,east,USD,refunded,16.00,496.00,2026-01-08T23:24:00Z
orders-000398,OR-000398,RC-00098,2026-01-08T23:53:00Z,mobile,north,USD,refunded,5.00,473.00,2026-01-08T23:53:00Z
orders-000399,OR-000399,RC-00099,2026-01-09T00:22:00Z,store,north,USD,completed,9.00,78.00,2026-01-09T00:22:00Z
orders-000400,OR-000400,RC-00100,2026-01-09T00:51:00Z,store,north,USD,completed,12.00,158.00,2026-01-09T00:51:00Z
orders-000401,OR-000401,RC-00101,2026-01-09T01:20:00Z,mobile,south,USD,completed,8.00,67.00,2026-01-09T01:20:00Z
orders-000402,OR-000402,RC-00102,2026-01-09T01:49:00Z,store,south,USD,refunded,4.00,250.00,2026-01-09T01:49:00Z
orders-000403,OR-000403,RC-00103,2026-01-09T02:18:00Z,web,east,USD,completed,15.00,475.00,2026-01-09T02:18:00Z
orders-000404,OR-000404,RC-00104,2026-01-09T02:47:00Z,mobile,east,USD,completed,11.00,151.00,2026-01-09T02:47:00Z
orders-000405,OR-000405,RC-00105,2026-01-09T03:16:00Z,web,west,USD,completed,13.00,466.00,2026-01-09T03:16:00Z
orders-000406,OR-000406,RC-00106,2026-01-09T03:45:00Z,mobile,east,USD,refunded,10.00,73.00,2026-01-09T03:45:00Z
orders-000407,OR-000407,RC-00107,2026-01-09T04:14:00Z,mobile,east,USD,completed,13.00,357.00,2026-01-09T04:14:00Z
orders-000408,OR-000408,RC-00108,2026-01-09T04:43:00Z,mobile,south,USD,completed,6.00,78.00,2026-01-09T04:43:00Z
orders-000409,OR-000409,RC-00109,2026-01-09T05:12:00Z,store,north,USD,completed,11.00,54.00,2026-01-09T05:12:00Z
orders-000410,OR-000410,RC-00110,2026-01-09T05:41:00Z,mobile,west,USD,completed,4.00,312.00,2026-01-09T05:41:00Z
orders-000411,OR-000411,RC-00111,2026-01-09T06:10:00Z,web,west,USD,completed,20.00,330.00,2026-01-09T06:10:00Z
orders-000412,OR-000412,RC-00112,2026-01-09T06:39:00Z,store,east,USD,completed,11.00,325.00,2026-01-09T06:39:00Z
orders-000413,OR-000413,RC-00113,2026-01-09T07:08:00Z,store,east,USD,completed,2.00,127.00,2026-01-09T07:08:00Z
orders-000414,OR-000414,RC-00114,2026-01-09T07:37:00Z,store,north,USD,completed,9.00,306.00,2026-01-09T07:37:00Z
orders-000415,OR-000415,RC-00115,2026-01-09T08:06:00Z,web,south,USD,refunded,4.00,455.00,2026-01-09T08:06:00Z
