source_row_id,order_id,line_number,product_id,quantity,unit_price,discount_amount,updated_at
order_items-000776,OR-000776,1,PR-00026,1,217.00,2.00,2026-01-07T23:55:00Z
order_items-000777,OR-000777,1,PR-00027,3,65.00,3.00,2026-01-08T00:08:00Z
order_items-000778,OR-000778,1,PR-00028,2,248.00,4.00,2026-01-08T00:21:00Z
order_items-000779,OR-000779,1,PR-00029,3,60.00,2.00,2026-01-08T00:34:00Z
order_items-000780,OR-000780,1,PR-00030,2,154.00,6.00,2026-01-08T00:47:00Z
order_items-000781,OR-000781,1,PR-00031,3,153.00,2.00,2026-01-08T01:00:00Z
order_items-000782,OR-000782,1,PR-00032,4,209.00,6.00,2026-01-08T01:13:00Z
order_items-000783,OR-000783,1,PR-00033,1,215.00,9.00,2026-01-08T01:26:00Z
order_items-000784,OR-000784,1,PR-00034,2,89.00,2.00,2026-01-08T01:39:00Z
order_items-000785,OR-000785,1,PR-00035,2,23.00,7.00,2026-01-08T01:52:00Z
order_items-000786,OR-000786,1,PR-00036,2,65.00,2.00,2026-01-08T02:05:00Z
order_items-000787,OR-000787,1,PR-00037,2,117.00,7.00,2026-01-08T02:18:00Z
order_items-000788,OR-000788,1,PR-00038,1,286.00,4.00,2026-01-08T02:31:00Z
order_items-000789,OR-000789,1,PR-00039,4,27.00,3.00,2026-01-08T02:44:00Z
order_items-000790,OR-000790,1,PR-00040,4,47.00,7.00,2026-01-08T02:57:00Z
order_items-000791,OR-000791,1,PR-00041,4,296.00,9.00,2026-01-08T03:10:00Z
order_items-000792,OR-000792,1,PR-00042,2,225.00,7.00,2026-01-08T03:23:00Z
order_items-000793,OR-000793,1,PR-00043,1,35.00,0.00,2026-01-08T03:36:00Z
order_items-000794,OR-000794,1,PR-00044,1,252.00,5.00,2026-01-08T03:49:00Z
order_items-000795,OR-000795,1,PR-00045,1,82.00,9.00,2026-01-08T04:02:00Z
order_items-000796,OR-000796,1,PR-00046,1,246.00,4.00,2026-01-08T04:15:00Z
order_items-000797,OR-000797,1,PR-00047,3,281.00,8.00,2026-01-08T04:28:00Z
order_items-000798,OR-000798,1,PR-00048,3,124.00,6.00,2026-01-08T04:41:00Z
order_items-000799,OR-000799,1,PR-00049,2,227.00,5.00,2026-01-08T04:54:00Z
order_items-000800,OR-000800,1,PR-00050,1,55.00,5.00,2026-01-08T05:07:00Z
order_items-000801,OR-000801,1,PR-00051,2,228.00,8.00,2026-01-08T05:20:00Z
order_items-000802,OR-000802,1,PR-00052,2,222.00,1.00,2026-01-08T05:33:00Z
order_items-000803,OR-000803,1,PR-00053,2,10.00,5.00,2026-01-08T05:46:00Z
order_items-000804,OR-000804,1,PR-00054,4,55.00,0.00,2026-01-08T05:59:00Z
order_items-000805,OR-000805,1,PR-00055,3,248.00,3.00,2026-01-08T06:12:00Z
order_items-000806,OR-000806,1,PR-00056,4,141.00,6.00,2026-01-08T06:25:00Z
order_items-000807,OR-000807,1,PR-00057,2,278.00,1.00,2026-01-08T06:38:00Z
order_items-000808,OR-000808,1,PR-00058,4,95.00,0.00,2026-01-08T06:51:00Z
order_items-000809,OR-000809,1,PR-00059,1,115.00,8.00,2026-01-08T07:04:00Z
order_items-000810,OR-000810,1,PR-00060,2,124.00,3.00,2026-01-08T07:17:00Z
order_items-000811,OR-000811,1,PR-00061,3,182.00,10.00,2026-01-08T07:30:00Z
order_items-000812,OR-000812,1,PR-00062,3,51.00,1.00,2026-01-08T07:43:00Z
order_items-000813,OR-000813,1,PR-00063,2,124.00,7.00,2026-01-08T07:56:00Z
order_items-000814,OR-000814,1,PR-00064,1,61.00,5.00,2026-01-08T08:09:00Z
order_items-000815,OR-000815,1,PR-00065,2,267.00,6.00,2026-01-08T08:22:00Z
order_items-000816,OR-000816,1,PR-00066,2,136.00,7.00,2026-01-08T08:35:00Z
order_items-000817,OR-000817,1,PR-00067,1,68.00,5.00,2026-01-08T08:48:00Z
order_items-000818,OR-000818,1,PR-00068,3,34.00,3.00,2026-01-08T09:01:00Z
order_items-000819,OR-000819,1,PR-00069,2,277.00,0.00,2026-01-08T09:14:00Z
order_items-000820,OR-000820,1,PR-00070,1,29.00,2.00,2026-01-08T09:27:00Z
order_items-000821,OR-000821,1,PR-00071,3,93.00,8.00,2026-01-08T09:40:00Z
order_items-000822,OR-000822,1,PR-00072,3,10.00,3.00,2026-01-08T09:53:00Z
order_items-000823,OR-000823,1,PR-00073,2,173.00,3.00,2026-01-08T10:06:00Z
order_items-000824,OR-000824,1,PR-00074,3,289.00,5.00,2026-01-08T10:19:00Z
order_items-000825,OR-000825,1,PR-00075,1,189.00,4.00,2026-01-08T10:32:00Z
order_items-000826,OR-000826,1,PR-00076,1,40.00,7.00,2026-01-08T10:45:00Z
order_items-000827,OR-000827,1,PR-00077,2,282.00,7.00,2026-01-08T10:58:00Z
order_items-000828,OR-000828,1,PR-00078,2,114.00,5.00,2026-01-08T11:11:00Z
order_items-000829,OR-000829,1,PR-00079,1,67.00,3.00,2026-01-08T11:24:00Z
order_items-000830,OR-000830,1,PR-00080,4,157.00,8.00,2026-01-08T11:37:00Z
order_items-000831,OR-000831,1,PR-00081,1,17.00,7.00,2026-01-08T11:50:00Z
order_items-000832,OR-000832,1,PR-00082,2,186.00,5.00,2026-01-08T12:03:00Z
order_items-000833,OR-000833,1,PR-00083,3,39.00,10.00,2026-01-08T12:16:00Z
order_items-000834,OR-000834,1,PR-00084,1,280.00,10.00,2026-01-08T12:29:00Z
order_items-000835,OR-000835,1,PR-00085,4,20.00,4.00,2026-01-08T12:42:00Z
order_items-000836,OR-000836,1,PR-00086,3,251.00,2.00,2026-01-08T12:55:00Z
order_items-000837,OR-000837,1,PR-00087,1,300.00,0.00,2026-01-08T13:08:00Z
order_items-000838,OR-000838,1,PR-00088,3,5.00,5.00,2026-01-08T13:21:00Z
order_items-000839,OR-000839,1,PR-00089,1,63.00,2.00,2026-01-08T13:34:00Z
order_items-000840,OR-000840,1,PR-00090,2,38.00,9.00,2026-01-08T13:47:00Z
order_items-000841,OR-000841,1,PR-00091,4,262.00,2.00,2026-01-08T14:00:00Z
order_items-000842,OR-000842,1,PR-00092,1,282.00,7.00,2026-01-08T14:13:00Z
order_items-000843,OR-000843,1,PR-00093,4,103.00,1.00,2026-01-08T14:26:00Z
order_items-000844,OR-000844,1,PR-00094,1,273.00,1.00,2026-01-08T14:39:00Z
order_items-000845,OR-000845,1,PR-00095,1,105.00,9.00,2026-01-08T14:52:00Z
order_items-000846,OR-000846,1,PR-00096,3,204.00,6.00,2026-01-08T15:05:00Z
order_items-000847,OR-000847,1,PR-00097,2,191.00,10.00,2026-01-08T15:18:00Z
order_items-000848,OR-000848,1,PR-00098,1,93.00,2.00,2026-01-08T15:31:00Z
order_items-000849,OR-000849,1,PR-00099,3,196.00,0.00,2026-01-08T15:44:00Z
order_items-000850,OR-000850,1,PR-00100,2,21.00,3.00,2026-01-08T15:57:00Z
order_items-000851,OR-000851,1,PR-00101,3,183.00,8.00,2026-01-08T16:10:00Z
order_items-000852,OR-000852,1,PR-00102,4,196.00,0.00,2026-01-08T16:23:00Z
order_items-000853,OR-000853,1,PR-00103,3,98.00,3.00,2026-01-08T16:36:00Z
order_items-000854,OR-000854,1,PR-00104,3,171.00,4.00,2026-01-08T16:49:00Z
order_items-000855,OR-000855,1,PR-00105,4,108.00,6.00,2026-01-08T17:02:00Z
order_items-000856,OR-000856,1,PR-00106,1,40.00,3.00,2026-01-08T17:15:00Z
order_items-000857,OR-000857,1,PR-00107,3,220.00,8.00,2026-01-08T17:28:00Z
order_items-000858,OR-000858,1,PR-00108,3,291.00,10.00,2026-01-08T17:41:00Z
order_items-000859,OR-000859,1,PR-00109,3,244.00,0.00,2026-01-08T17:54:00Z
order_items-000860,OR-000860,1,PR-00110,2,47.00,2.00,2026-01-08T18:07:00Z
order_items-000861,OR-000861,1,PR-00111,1,122.00,1.00,2026-01-08T18:20:00Z
order_items-000862,OR-000862,1,PR-00112,2,293.00,1.00,2026-01-08T18:33:00Z
order_items-000863,OR-000863,1,PR-00113,2,233.00,8.00,2026-01-08T18:46:00Z
order_items-000864,OR-000864,1,PR-00114,4,234.00,9.00,2026-01-08T18:59:00Z
order_items-000865,OR-000865,1,PR-00115,3,221.00,8.00,2026-01-08T19:12:00Z
order_items-000866,OR-000866,1,PR-00116,4,157.00,5.00,2026-01-08T19:25:00Z
order_items-000867,OR-000867,1,PR-00117,2,189.00,7.00,2026-01-08T19:38:00Z
order_items-000868,OR-000868,1,PR-00118,3,160.00,5.00,2026-01-08T19:51:00Z
order_items-000869,OR-000869,1,PR-00119,3,179.00,9.00,2026-01-08T20:04:00Z
order_items-000870,OR-000870,1,PR-00120,1,66.00,1.00,2026-01-08T20:17:00Z
order_items-000871,OR-000871,1,PR-00121,4,35.00,4.00,2026-01-08T20:30:00Z
order_items-000872,OR-000872,1,PR-00122,2,298.00,1.00,2026-01-08T20:43:00Z
order_items-000873,OR-000873,1,PR-00123,4,298.00,7.00,2026-01-08T20:56:00Z
order_items-000874,OR-000874,1,PR-00124,3,180.00,6.00,2026-01-08T21:09:00Z
order_items-000875,OR-000875,1,PR-00125,4,133.00,10.00,2026-01-08T21:22:00Z
order_items-000876,OR-000876,1,PR-00126,1,261.00,6.00,2026-01-08T21:35:00Z
order_items-000877,OR-000877,1,PR-00127,4,208.00,5.00,2026-01-08T21:48:00Z
order_items-000878,OR-000878,1,PR-00128,1,259.00,9.00,2026-01-08T22:01:00Z
order_items-000879,OR-000879,1,PR-00129,2,201.00,5.00,2026-01-08T22:14:00Z
order_items-000880,OR-000880,1,PR-00130,2,219.00,7.00,2026-01-08T22:27:00Z
order_items-000881,OR-000881,1,PR-00131,4,18.00,9.00,2026-01-08T22:40:00Z
order_items-000882,OR-000882,1,PR-00132,1,175.00,8.00,2026-01-08T22:53:00Z
order_items-000883,OR-000883,1,PR-00133,1,262.00,9.00,2026-01-08T23:06:00Z
order_items-000884,OR-000884,1,PR-00134,4,183.00,1.00,2026-01-08T23:19:00Z
order_items-000885,OR-000885,1,PR-00135,4,64.00,2.00,2026-01-08T23:32:00Z
order_items-000886,OR-000886,1,PR-00136,3,207.00,2.00,2026-01-08T23:45:00Z
order_items-000887,OR-000887,1,PR-00137,4,229.00,7.00,2026-01-08T23:58:00Z
order_items-000888,OR-000888,1,PR-00138,2,63.00,0.00,2026-01-09T00:11:00Z
order_items-000889,OR-000889,1,PR-00139,2,93.00,7.00,2026-01-09T00:24:00Z
order_items-000890,OR-000890,1,PR-00140,1,129.00,1.00,2026-01-09T00:37:00Z
order_items-000891,OR-000891,1,PR-00141,3,214.00,5.00,2026-01-09T00:50:00Z
order_items-000892,OR-000892,1,PR-00142,2,76.00,3.00,2026-01-09T01:03:00Z
order_items-000893,OR-000893,1,PR-00143,3,247.00,5.00,2026-01-09T01:16:00Z
order_items-000894,OR-000894,1,PR-00144,2,268.00,7.00,2026-01-09T01:29:00Z
order_items-000895,OR-000895,1,PR-00145,2,81.00,6.00,2026-01-09T01:42:00Z
order_items-000896,OR-000896,1,PR-00146,2,275.00,4.00,2026-01-09T01:55:00Z
order_items-000897,OR-000897,1,PR-00147,1,158.00,9.00,2026-01-09T02:08:00Z
order_items-000898,OR-000898,1,PR-00148,3,20.00,0.00,2026-01-09T02:21:00Z
order_items-000899,OR-000899,1,PR-00149,4,95.00,9.00,2026-01-09T02:34:00Z
order_items-000900,OR-000900,1,PR-00150,1,282.00,0.00,2026-01-09T02:47:00Z
order_items-000901,OR-000901,1,PR-00001,4,126.00,2.00,2026-01-09T03:00:00Z
order_items-000902,OR-000902,1,PR-00002,3,172.00,0.00,2026-01-09T03:13:00Z
order_items-000903,OR-000903,1,PR-00003,2,40.00,7.00,2026-01-09T03:26:00Z
order_items-000904,OR-000904,1,PR-00004,2,109.00,7.00,2026-01-09T03:39:00Z
order_items-000905,OR-000905,1,PR-00005,2,226.00,0.00,2026-01-09T03:52:00Z
order_items-000906,OR-000906,1,PR-00006,4,66.00,3.00,2026-01-09T04:05:00Z
order_items-000907,OR-000907,1,PR-00007,1,212.00,5.00,2026-01-09T04:18:00Z
order_items-000908,OR-000908,1,PR-00008,3,45.00,6.00,2026-01-09T04:31:00Z
order_items-000909,OR-000909,1,PR-00009,2,178.00,1.00,2026-01-09T04:44:00Z
order_items-000910,OR-000910,1,PR-00010,2,120.00,4.00,2026-01-09T04:57:00Z
order_items-000911,OR-000911,1,PR-00011,2,54.00,5.00,2026-01-09T05:10:00Z
order_items-000912,OR-000912,1,PR-00012,4,150.00,8.00,2026-01-09T05:23:00Z
order_items-000913,OR-000913,1,PR-00013,3,202.00,2.00,2026-01-09T05:36:00Z
order_items-000914,OR-000914,1,PR-00014,2,271.00,6.00,2026-01-09T05:49:00Z
order_items-000915,OR-000915,1,PR-00015,4,247.00,3.00,2026-01-09T06:02:00Z
order_items-000916,OR-000916,1,PR-00016,1,49.00,9.00,2026-01-09T06:15:00Z
order_items-000917,OR-000917,1,PR-00017,3,56.00,2.00,2026-01-09T06:28:00Z
order_items-000918,OR-000918,1,PR-00018,2,168.00,6.00,2026-01-09T06:41:00Z
order_items-000919,OR-000919,1,PR-00019,3,161.00,5.00,2026-01-09T06:54:00Z
order_items-000920,OR-000920,1,PR-00020,4,186.00,5.00,2026-01-09T07:07:00Z
order_items-000921,OR-000921,1,PR-00021,1,113.00,3.00,2026-01-09T07:20:00Z
order_items-000922,OR-000922,1,PR-00022,3,5.00,9.00,2026-01-09T07:33:00Z
order_items-000923,OR-000923,1,PR-00023,2,24.00,5.00,2026-01-09T07:46:00Z
order_items-000924,OR-000924,1,PR-00024,4,128.00,5.00,2026-01-09T07:59:00Z
order_items-000925,OR-000925,1,PR-00025,2,138.00,6.00,2026-01-09T08:12:00Z
order_items-000926,OR-000926,1,PR-00026,3,126.00,2.00,2026-01-09T08:25:00Z
order_items-000927,OR-000927,1,PR-00027,1,174.00,8.00,2026-01-09T08:38:00Z
order_items-000928,OR-000928,1,PR-00028,3,249.00,9.00,2026-01-09T08:51:00Z
order_items-000929,OR-000929,1,PR-00029,2,169.00,9.00,2026-01-09T09:04:00Z
order_items-000930,OR-000930,1,PR-00030,4,240.00,4.00,2026-01-09T09:17:00Z
order_items-000931,OR-000931,1,PR-00031,4,37.00,2.00,2026-01-09T09:30:00Z
order_items-000932,OR-000932,1,PR-00032,1,177.00,9.00,2026-01-09T09:43:00Z
order_items-000933,OR-000933,1,PR-00033,1,46.00,9.00,2026-01-09T09:56:00Z
order_items-000934,OR-000934,1,PR-00034,3,59.00,0.00,2026-01-09T10:09:00Z
order_items-000935,OR-000935,1,PR-00035,2,215.00,2.00,2026-01-09T10:22:00Z
order_items-000936,OR-000936,1,PR-00036,2,195.00,3.00,2026-01-09T10:35:00Z
order_items-000937,OR-000937,1,PR-00037,4,151.00,8.00,2026-01-09T10:48:00Z
order_items-000938,OR-000938,1,PR-00038,3,22.00,2.00,2026-01-09T11:01:00Z
order_items-000939,OR-000939,1,PR-00039,3,272.00,5.00,2026-01-09T11:14:00Z
order_items-000940,OR-000940,1,PR-00040,1,104.00,8.00,2026-01-09T11:27:00Z
order_items-000941,OR-000941,1,PR-00041,1,278.00,2.00,2026-01-09T11:40:00Z
order_items-000942,OR-000942,1,PR-00042,3,100.00,3.00,2026-01-09T11:53:00Z
order_items-000943,OR-000943,1,PR-00043,4,250.00,10.00,2026-01-09T12:06:00Z
order_items-000944,OR-000944,1,PR-00044,1,14.00,3.00,2026-01-09T12:19:00Z
order_items-000945,OR-000945,1,PR-00045,2,112.00,4.00,2026-01-09T12:32:00Z
order_items-000946,OR-000946,1,PR-00046,1,263.00,4.00,2026-01-09T12:45:00Z
order_items-000947,OR-000947,1,PR-00047,4,297.00,4.00,2026-01-09T12:58:00Z
order_items-000948,OR-000948,1,PR-00048,4,140.00,1.00,2026-01-09T13:11:00Z
order_items-000949,OR-000949,1,PR-00049,2,141.00,9.00,2026-01-09T13:24:00Z
order_items-000950,OR-000950,1,PR-00050,2,96.00,2.00,2026-01-09T13:37:00Z
order_items-000951,OR-000951,1,PR-00051,4,239.00,8.00,2026-01-09T13:50:00Z
order_items-000952,OR-000952,1,PR-00052,3,240.00,6.00,2026-01-09T14:03:00Z
order_items-000953,OR-000953,1,PR-00053,1,58.00,4.00,2026-01-09T14:16:00Z
order_items-000954,OR-000954,1,PR-00054,3,272.00,7.00,2026-01-09T14:29:00Z
order_items-000955,OR-000955,1,PR-00055,3,134.00,10.00,2026-01-09T14:42:00Z
order_items-000956,OR-000956,1,PR-00056,3,242.00,10.00,2026-01-09T14:55:00Z
order_items-000957,OR-000957,1,PR-00057,3,213.00,2.00,2026-01-09T15:08:00Z
order_items-000958,OR-000958,1,PR-00058,1,131.00,8.00,2026-01-09T15:21:00Z
order_items-000959,OR-000959,1,PR-00059,3,118.00,7.00,2026-01-09T15:34:00Z
order_items-000960,OR-000960,1,PR-00060,1,271.00,2.00,2026-01-09T15:47:00Z
order_items-000961,OR-000961,1,PR-00061,2,63.00,2.00,2026-01-09T16:00:00Z
order_items-000962,OR-000962,1,PR-00062,1,197.00,4.00,2026-01-09T16:13:00Z
order_items-000963,OR-000963,1,PR-00063,4,181.00,3.00,2026-01-09T16:26:00Z
order_items-000964,OR-000964,1,PR-00064,4,264.00,5.00,2026-01-09T16:39:00Z
order_items-000965,OR-000965,1,PR-00065,4,116.00,7.00,2026-01-09T16:52:00Z
order_items-000966,OR-000966,1,PR-00066,4,39.00,1.00,2026-01-09T17:05:00Z
order_items-000967,OR-000967,1,PR-00067,4,124.00,1.00,2026-01-09T17:18:00Z
order_items-000968,OR-000968,1,PR-00068,4,277.00,10.00,2026-01-09T17:31:00Z
order_items-000969,OR-000969,1,PR-00069,1,262.00,8.00,2026-01-09T17:44:00Z
order_items-000970,OR-000970,1,PR-00070,2,288.00,2.00,2026-01-09T17:57:00Z
order_items-000971,OR-000971,1,PR-00071,4,272.00,8.00,2026-01-09T18:10:00Z
order_items-000972,OR-000972,1,PR-00072,4,268.00,9.00,2026-01-09T18:23:00Z
order_items-000973,OR-000973,1,PR-00073,4,74.00,7.00,2026-01-09T18:36:00Z
order_items-000974,OR-000974,1,PR-00074,1,169.00,3.00,2026-01-09T18:49:00Z
order_items-000975,OR-000975,1,PR-00075,4,22.00,5.00,2026-01-09T19:02:00Z
order_items-000976,OR-000976,1,PR-00076,2,76.00,4.00,2026-01-09T19:15:00Z
order_items-000977,OR-000977,1,PR-00077,1,252.00,7.00,2026-01-09T19:28:00Z
order_items-000978,OR-000978,1,PR-00078,4,42.00,5.00,2026-01-09T19:41:00Z
order_items-000979,OR-000979,1,PR-00079,2,147.00,4.00,2026-01-09T19:54:00Z
order_items-000980,OR-000980,1,PR-00080,1,179.00,9.00,2026-01-09T20:07:00Z
order_items-000981,OR-000981,1,PR-00081,2,296.00,3.00,2026-01-09T20:20:00Z
order_items-000982,OR-000982,1,PR-00082,4,191.00,8.00,2026-01-09T20:33:00Z
order_items-000983,OR-000983,1,PR-00083,2,291.00,4.00,2026-01-09T20:46:00Z
order_items-000984,OR-000984,1,PR-00084,2,231.00,4.00,2026-01-09T20:59:00Z
order_items-000985,OR-000985,1,PR-00085,1,243.00,5.00,2026-01-09T21:12:00Z
order_items-000986,OR-000986,1,PR-00086,2,244.00,1.00,2026-01-09T21:25:00Z
order_items-000987,OR-000987,1,PR-00087,1,207.00,4.00,2026-01-09T21:38:00Z
order_items-000988,OR-000988,1,PR-00088,3,164.00,2.00,2026-01-09T21:51:00Z
order_items-000989,OR-000989,1,PR-00089,1,168.00,5.00,2026-01-09T22:04:00Z
order_items-000990,OR-000990,1,PR-00090,2,232.00,1.00,2026-01-09T22:17:00Z
order_items-000991,OR-000991,1,PR-00091,1,51.00,1.00,2026-01-09T22:30:00Z
order_items-000992,OR-000992,1,PR-00092,3,78.00,9.00,2026-01-09T22:43:00Z
order_items-000993,OR-000993,1,PR-00093,2,20.00,10.00,2026-01-09T22:56:00Z
order_items-000994,OR-000994,1,PR-00094,1,149.00,2.00,2026-01-09T23:09:00Z
order_items-000995,OR-000995,1,PR-00095,3,32.00,0.00,2026-01-09T23:22:00Z
order_items-000996,OR-000996,1,PR-00096,1,167.00,2.00,2026-01-09T23:35:00Z
order_items-000997,OR-000997,1,PR-00097,2,9.00,6.00,2026-01-09T23:48:00Z
order_items-000998,OR-000998,1,PR-00098,3,243.00,3.00,2026-01-10T00:01:00Z
order_items-000999,OR-000999,1,PR-00099,4,164.00,1.00,2026-01-10T00:14:00Z
order_items-001000,OR-001000,1,PR-00100,2,27.00,8.00,2026-01-10T00:27:00Z
order_items-001001,OR-001001,1,PR-00101,2,241.00,3.00,2026-01-10T00:40:00Z
order_items-001002,OR-001002,1,PR-00102,2,95.00,0.00,2026-01-10T00:53:00Z
order_items-001003,OR-001003,1,PR-00103,1,278.00,4.00,2026-01-10T01:06:00Z
order_items-001004,OR-001004,1,PR-00104,4,144.00,5.00,2026-01-10T01:19:00Z
order_items-001005,OR-001005,1,PR-00105,3,77.00,7.00,2026-01-10T01:32:00Z
order_items-001006,OR-001006,1,PR-00106,3,171.00,10.00,2026-01-10T01:45:00Z
order_items-001007,OR-001007,1,PR-00107,4,211.00,2.00,2026-01-10T01:58:00Z
order_items-001008,OR-001008,1,PR-00108,3,233.00,8.00,2026-01-10T02:11:00Z
order_items-001009,OR-001009,1,PR-00109,2,178.00,2.00,2026-01-10T02:24:00Z
order_items-001010,OR-001010,1,PR-00110,4,55.00,2.00,2026-01-10T02:37:00Z
order_items-001011,OR-001011,1,PR-00111,4,233.00,5.00,2026-01-10T02:50:00Z
order_items-001012,OR-001012,1,PR-00112,4,246.00,9.00,2026-01-10T03:03:00Z
order_items-001013,OR-001013,1,PR-00113,3,61.00,3.00,2026-01-10T03:16:00Z
order_items-001014,OR-001014,1,PR-00114,3,44.00,1.00,2026-01-10T03:29:00Z
order_items-001015,OR-001015,1,PR-00115,3,129.00,6.00,2026-01-10T03:42:00Z
order_items-001016,OR-001016,1,PR-00116,2,18.00,9.00,2026-01-10T03:55:00Z
order_items-001017,OR-001017,1,PR-00117,1,277.00,6.00,2026-01-10T04:08:00Z
order_items-001018,OR-001018,1,PR-00118,2,222.00,3.00,2026-01-10T04:21:00Z
order_items-001019,OR-001019,1,PR-00119,2,228.00,1.00,2026-01-10T04:34:00Z
order_items-001020,OR-001020,1,PR-00120,1,144.00,5.00,2026-01-10T04:47:00Z
order_items-001021,OR-001021,1,PR-00121,3,170.00,9.00,2026-01-10T05:00:00Z
order_items-001022,OR-001022,1,PR-00122,1,221.00,2.00,2026-01-10T05:13:00Z
order_items-001023,OR-001023,1,PR-00123,1,158.00,8.00,2026-01-10T05:26:00Z
order_items-001024,OR-001024,1,PR-00124,4,261.00,4.00,2026-01-10T05:39:00Z
order_items-001025,OR-001025,1,PR-00125,3,105.00,6.00,2026-01-10T05:52:00Z
order_items-001026,OR-001026,1,PR-00126,4,103.00,1.00,2026-01-10T06:05:00Z
order_items-001027,OR-001027,1,PR-00127,3,140.00,9.00,2026-01-10T06:18:00Z
order_items-001028,OR-001028,1,PR-00128,4,27.00,8.00,2026-01-10T06:31:00Z
order_items-001029,OR-001029,1,PR-00129,2,185.00,0.00,2026-01-10T06:44:00Z
order_items-001030,OR-001030,1,PR-00130,2,107.00,6.00,2026-01-10T06:57:00Z
order_items-001031,OR-001031,1,PR-00131,2,163.00,8.00,2026-01-10T07:10:00Z
order_items-001032,OR-001032,1,PR-00132,3,70.00,3.00,2026-01-10T07:23:00Z
order_items-001033,OR-001033,1,PR-00133,3,88.00,0.00,2026-01-10T07:36:00Z
order_items-001034,OR-001034,1,PR-00134,1,268.00,3.00,2026-01-10T07:49:00Z
order_items-001035,OR-001035,1,PR-00135,2,216.00,9.00,2026-01-10T08:02:00Z
order_items-001036,OR-001036,1,PR-00136,2,106.00,4.00,2026-01-10T08:15:00Z
order_items-001037,OR-001037,1,PR-00137,1,36.00,6.00,2026-01-10T08:28:00Z
order_items-001038,OR-001038,1,PR-00138,4,92.00,7.00,2026-01-10T08:41:00Z
order_items-001039,OR-001039,1,PR-00139,1,45.00,6.00,2026-01-10T08:54:00Z
order_items-001040,OR-001040,1,PR-00140,1,29.00,0.00,2026-01-10T09:07:00Z
order_items-001041,OR-001041,1,PR-00141,2,51.00,3.00,2026-01-10T09:20:00Z
order_items-001042,OR-001042,1,PR-00142,4,37.00,2.00,2026-01-10T09:33:00Z
order_items-001043,OR-001043,1,PR-00143,2,179.00,3.00,2026-01-10T09:46:00Z
order_items-001044,OR-001044,1,PR-00144,4,162.00,5.00,2026-01-10T09:59:00Z
order_items-001045,OR-001045,1,PR-00145,1,230.00,7.00,2026-01-10T10:12:00Z
order_items-001046,OR-001046,1,PR-00146,3,19.00,5.00,2026-01-10T10:25:00Z
order_items-001047,OR-001047,1,PR-00147,1,17.00,7.00,2026-01-10T10:38:00Z
order_items-001048,OR-001048,1,PR-00148,4,87.00,3.00,2026-01-10T10:51:00Z
order_items-001049,OR-001049,1,PR-00149,4,282.00,4.00,2026-01-10T11:04:00Z
order_items-001050,OR-001050,1,PR-00150,4,252.00,8.00,2026-01-10T11:17:00Z
order_items-001051,OR-001051,1,PR-00001,1,48.00,9.00,2026-01-10T11:30:00Z
order_items-001052,OR-001052,1,PR-00002,4,167.00,7.00,2026-01-10T11:43:00Z
order_items-001053,OR-001053,1,PR-00003,4,291.00,2.00,2026-01-10T11:56:00Z
order_items-001054,OR-001054,1,PR-00004,3,161.00,4.00,2026-01-10T12:09:00Z
order_items-001055,OR-001055,1,PR-00005,3,277.00,4.00,2026-01-10T12:22:00Z
order_items-001056,OR-001056,1,PR-00006,3,197.00,5.00,2026-01-10T12:35:00Z
order_items-001057,OR-001057,1,PR-00007,1,194.00,0.00,2026-01-10T12:48:00Z
order_items-001058,OR-001058,1,PR-00008,3,34.00,1.00,2026-01-10T13:01:00Z
order_items-001059,OR-001059,1,PR-00009,2,165.00,8.00,2026-01-10T13:14:00Z
order_items-001060,OR-001060,1,PR-00010,3,59.00,7.00,2026-01-10T13:27:00Z
order_items-001061,OR-001061,1,PR-00011,1,57.00,9.00,2026-01-10T13:40:00Z
order_items-001062,OR-001062,1,PR-00012,1,94.00,4.00,2026-01-10T13:53:00Z
order_items-001063,OR-001063,1,PR-00013,1,129.00,5.00,2026-01-10T14:06:00Z
order_items-001064,OR-001064,1,PR-00014,4,232.00,8.00,2026-01-10T14:19:00Z
order_items-001065,OR-001065,1,PR-00015,3,296.00,2.00,2026-01-10T14:32:00Z
order_items-001066,OR-001066,1,PR-00016,2,116.00,7.00,2026-01-10T14:45:00Z
order_items-001067,OR-001067,1,PR-00017,4,100.00,7.00,2026-01-10T14:58:00Z
order_items-001068,OR-001068,1,PR-00018,3,5.00,0.00,2026-01-10T15:11:00Z
order_items-001069,OR-001069,1,PR-00019,1,24.00,8.00,2026-01-10T15:24:00Z
order_items-001070,OR-001070,1,PR-00020,3,155.00,6.00,2026-01-10T15:37:00Z
order_items-001071,OR-001071,1,PR-00021,2,169.00,10.00,2026-01-10T15:50:00Z
order_items-001072,OR-001072,1,PR-00022,1,279.00,10.00,2026-01-10T16:03:00Z
order_items-001073,OR-001073,1,PR-00023,2,13.00,1.00,2026-01-10T16:16:00Z
order_items-001074,OR-001074,1,PR-00024,4,295.00,8.00,2026-01-10T16:29:00Z
order_items-001075,OR-001075,1,PR-00025,2,16.00,8.00,2026-01-10T16:42:00Z
order_items-001076,OR-001076,1,PR-00026,3,14.00,0.00,2026-01-10T16:55:00Z
order_items-001077,OR-001077,1,PR-00027,2,133.00,1.00,2026-01-10T17:08:00Z
order_items-001078,OR-001078,1,PR-00028,1,127.00,9.00,2026-01-10T17:21:00Z
